rank,chembl_id,name,smiles,target_gene,population_target,activity_type,activity_nM,qed,sa_score,pains_pass,hepatotox_risk,admet_score,est_emax_s,est_emax_r,score_efficacy,score_selectivity,score_safety,score_resistance,score_novelty,score_synthesizability,score_overall,novelty,target_in_trials
549,CHEMBL271544,CHEMBL271544,COC[C@H]1OC(=O)/C(=C/N2CCN(C3CCCCC3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,escape_route,IC50,43.0,0.36,4.92,True,medium,87.2,0.002367,0.00355,39.4,76.6,87.2,42.6,100,56.4,62.6,,
550,CHEMBL379218,CHEMBL379218,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,CDK4,sensitive,Kd,180.0,0.548,2.83,True,low,100.0,0.004362,0.000654,33.4,90.2,100.0,6.5,100,79.7,62.5,,
551,CHEMBL379218,CHEMBL379218,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,CDK4,sensitive,Kd,180.0,0.548,2.83,True,low,100.0,0.004362,0.000654,33.4,90.2,100.0,6.5,100,79.7,62.5,,
552,CHEMBL201263,CHEMBL201263,COc1cc2c(Nc3ncc(CNC(=O)c4cccc(F)c4)s3)ncnc2cc1OCCCN1CCC(CO)CC1,AURKA,resistant,IC50,111.0,0.21,2.76,True,medium,74.2,0.000977,0.004887,39.1,78.2,74.2,48.9,100,80.4,62.5,,
553,CHEMBL207496,CHEMBL207496,N[C@H](COc1cncc2nc(-c3ccncc3)ccc12)Cc1c[nH]c2ccccc12,AKT1,escape_route,IC50,190.0,0.451,2.98,True,low,100.0,0.001721,0.002582,28.7,81.0,100.0,31.0,100,78.0,62.4,,
554,CHEMBL542770,CHEMBL542770,COC(=O)c1c(C)[nH]c2c1C1CCN(C(=O)/C=C/c3ccc(OC)cc3)C1=CC2C(=O)ON1CCN(C)CC1.Cl,MAP2K1,sensitive,IC50,37.0,0.417,4.25,True,medium,88.3,0.006079,0.000912,46.6,84.7,88.3,9.1,100,63.9,62.4,,
555,CHEMBL270638,CHEMBL270638,Cc1nc2cnc3ccc(C#Cc4cccnc4)cc3c2n1-c1ccc(C(C)C#N)cc1,PIK3CA,escape_route,IC50,56.0,0.368,3.32,True,medium,87.4,0.002252,0.003378,37.5,75.5,87.4,40.5,100,74.2,62.4,,
556,CHEMBL270638,CHEMBL270638,Cc1nc2cnc3ccc(C#Cc4cccnc4)cc3c2n1-c1ccc(C(C)C#N)cc1,PIK3CA,escape_route,IC50,56.0,0.368,3.32,True,medium,87.4,0.002252,0.003378,37.5,75.5,87.4,40.5,100,74.2,62.4,,
557,CHEMBL11115,CHEMBL11115,COc1ccc(CC2=C(c3ccc4c(c3)OCO4)C(=O)OC2(O)c2ccc(OC)cc2)cc1,CHEK2,resistant,IC50,220.0,0.576,2.95,True,medium,100.0,0.000829,0.004144,33.2,68.6,100.0,41.4,100,78.3,62.2,,
558,CHEMBL80694,CHEMBL80694,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N(C)[C@@H](C)C(=O)N[C@H](C=O)CC(=O)O)C(C)C,CD274,immune,Ki,59.0,0.224,3.73,True,low,74.5,0.002786,0.002786,37.1,94.1,74.5,27.9,100,69.7,62.2,,
559,CHEMBL428690,CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,CDK6,sensitive,IC50,80.0,0.61,3.41,True,medium,100.0,0.005242,0.000786,40.2,81.0,100.0,7.9,100,73.2,62.1,,
560,CHEMBL428690,CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,CDK6,sensitive,IC50,80.0,0.61,3.41,True,medium,100.0,0.005242,0.000786,40.2,81.0,100.0,7.9,100,73.2,62.1,,
561,CHEMBL190983,CHEMBL190983,CN1C(=O)C[C@H](c2ccc(N)cc2)[C@@H]1[C@@H](O)c1ccc(-c2ccccc2)s1,KRAS,escape_route,IC50,190.0,0.673,3.47,True,low,100.0,0.001721,0.002582,28.7,81.0,100.0,31.0,100,72.6,62.1,,
562,CHEMBL247435,CHEMBL247435,CNC(=O)c1cc(CNc2c(C(=O)Nc3ccc4c(c3)OC(F)(F)O4)cnn2C)ccn1,BRAF,escape_route,IC50,199.0,0.534,2.82,True,low,100.0,0.001701,0.002552,28.4,80.1,100.0,30.6,100,79.8,62.1,,
563,CHEMBL428690,CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,CDK6,sensitive,IC50,80.0,0.61,3.41,True,medium,100.0,0.005242,0.000786,40.2,81.0,100.0,7.9,100,73.2,62.1,,
564,CHEMBL4866319,CHEMBL4866319,Cc1c(Cn2cccn2)c(-c2cc(Cl)nc(N)n2)nn1C,EZH2,resistant,IC50,325.0,0.744,2.85,True,low,100.0,0.000744,0.00372,29.8,74.2,100.0,37.2,100,79.4,62.0,,
565,CHEMBL315788,CHEMBL315788,COc1ccc(-c2nn(CC3CCCCC3)c(C(=O)O)c2Cc2cc3c(cc2Cl)OCO3)cc1,CHEK2,resistant,IC50,178.0,0.457,2.66,True,medium,89.1,0.000875,0.004374,35.0,72.3,89.1,43.7,100,81.6,62.0,,
566,CHEMBL222465,CHEMBL222465,O=C(NC(CO)c1ccc(C(F)(F)F)cc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,Ki,44.0,0.309,3.13,True,medium,86.2,0.005891,0.000884,45.2,84.1,86.2,8.8,100,76.3,62.0,,
567,CHEMBL220110,CHEMBL220110,O=C(c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1)N1CCCC1,MAPK1,sensitive,Ki,200.0,0.758,2.45,True,low,100.0,0.004247,0.000637,32.6,88.0,100.0,6.4,100,83.9,61.9,,
568,CHEMBL377152,CHEMBL377152,COC(=O)c1ccc(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c(O)c1,PIK3CA,escape_route,IC50,210.0,0.651,2.53,True,low,100.0,0.001678,0.002517,28.0,79.0,100.0,30.2,100,83.0,61.8,,
569,CHEMBL151601,CHEMBL151601,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CC#CCOCc1ccc(O)c(C(N)=O)c1,AR,sensitive,IC50,49.0,0.345,3.17,True,medium,86.9,0.005775,0.000866,44.3,83.7,86.9,8.7,100,75.9,61.7,,
570,CHEMBL271184,CHEMBL271184,COC[C@H]1OC(=O)/C(=C/N2CCN(c3ccccc3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,escape_route,IC50,56.0,0.389,4.78,True,medium,87.8,0.002252,0.003378,37.5,75.5,87.8,40.5,100,58.0,61.7,,
571,CHEMBL205088,CHEMBL205088,COc1cc(NC(=O)CCCOc2ccccc2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,IC50,228.0,0.384,2.45,True,medium,97.7,0.000821,0.004105,32.8,67.9,97.7,41.1,100,83.9,61.7,,
572,CHEMBL4864843,CHEMBL4864843,Cn1cc(Cc2ccc(F)cc2)c(-c2cc(Cl)nc(N)n2)n1,EZH2,resistant,IC50,342.0,0.754,2.57,True,low,100.0,0.000733,0.003665,29.3,72.4,100.0,36.6,100,82.6,61.5,,
573,CHEMBL207582,CHEMBL207582,COc1cc(NC(=O)CCCc2ccccc2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,IC50,243.0,0.446,2.41,True,medium,98.9,0.000807,0.004036,32.3,66.6,98.9,40.4,100,84.3,61.4,,
574,CHEMBL27684,CHEMBL27684,O=C1c2cccc3c2c(cc2ccoc23)C(=O)N1CCNCCCNCCN1C(=O)c2cccc3c2c(cc2ccoc23)C1=O,MAP2K1,sensitive,IC50,44.0,0.167,3.19,True,medium,83.3,0.005891,0.000884,45.2,84.1,83.3,8.8,100,75.7,61.4,,
575,CHEMBL273832,CHEMBL273832,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CC[C@H](O)[C@@]2(C)C[C@H]1OC(C)=O,MTOR,escape_route,IC50,193.0,0.727,4.75,True,low,100.0,0.001714,0.002572,28.6,80.7,100.0,30.9,100,58.3,61.3,,
576,CHEMBL378999,CHEMBL378999,N#Cc1ccc(O)c(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c1,PIK3CA,escape_route,IC50,220.0,0.826,2.65,True,low,100.0,0.001658,0.002486,27.6,78.0,100.0,29.8,100,81.7,61.3,,
577,CHEMBL4867202,CHEMBL4867202,COc1cccc(Cc2cn(C)nc2-c2cc(Cl)nc(N)n2)c1,EZH2,resistant,IC50,351.0,0.744,2.57,True,low,100.0,0.000727,0.003637,29.1,71.4,100.0,36.4,100,82.6,61.2,,
578,CHEMBL1084546,CHEMBL1084546,CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,CDK4,sensitive,Ki,63.1,0.445,2.91,True,medium,88.9,0.0055,0.000825,42.2,82.4,88.9,8.2,100,78.8,61.2,,
579,CHEMBL215923,CHEMBL215923,COc1ccccc1[C@H]1CC(=O)N(C)[C@H]1[C@H](O)c1ccc(-c2ccc(F)cc2)s1,KRAS,escape_route,IC50,120.0,0.667,3.47,True,medium,100.0,0.001921,0.002881,32.0,70.4,100.0,34.6,100,72.6,61.0,,
580,CHEMBL172921,CHEMBL172921,CCCC(=O)NCC(=O)C(CC(=O)O)NC(=O)C(CC)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,Ki,81.0,0.255,3.38,True,low,75.1,0.002614,0.002614,34.9,91.9,75.1,26.1,100,73.6,61.0,,
581,CHEMBL360217,CHEMBL360217,CN1C(=O)C[C@H](c2ccc(O)cc2)[C@@H]1[C@@H](O)c1ccc(-c2ccccc2)s1,KRAS,escape_route,IC50,220.0,0.715,3.45,True,low,100.0,0.001658,0.002486,27.6,78.0,100.0,29.8,100,72.8,60.9,,
582,CHEMBL247798,CHEMBL247798,CCNC(=O)Nc1ccc(CNc2ncsc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)cn1,BRAF,escape_route,IC50,122.0,0.408,2.86,True,medium,98.2,0.001914,0.00287,31.9,70.2,98.2,34.4,100,79.3,60.9,,
583,CHEMBL3215760,CHEMBL3215760,Cl.Cl.c1cc(OCCN2CCSCC2)cc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,escape_route,IC50,79.0,0.344,2.98,True,medium,86.9,0.002102,0.003154,35.0,73.7,86.9,37.8,100,78.0,60.9,,
584,CHEMBL405230,CHEMBL405230,COC[C@H]1OC(=O)/C(=C/N2CCC(N3CCCCC3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,escape_route,IC50,63.0,0.36,4.94,True,medium,87.2,0.002201,0.003301,36.7,75.0,87.2,39.6,100,56.2,60.9,,
585,CHEMBL3698685,CHEMBL3698685,O=C(c1cnc(Nc2ncc3c4ccncc4n(C4CCCC4)c3n2)s1)N1CCNCC1,CDK6,sensitive,IC50,112.0,0.494,2.93,True,medium,99.9,0.004877,0.000732,37.4,78.1,99.9,7.3,100,78.6,60.8,,
586,CHEMBL384575,CHEMBL384575,CO[C@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,AURKA,resistant,IC50,354.0,0.571,3.02,True,low,100.0,0.000725,0.003627,29.0,71.1,100.0,36.3,100,77.6,60.8,,
587,CHEMBL27413,CHEMBL27413,CCC1CCN(C)c2cc3c(cc21)c(C(F)(F)F)cc(=O)n3C,AR,sensitive,IC50,216.0,0.795,3.28,True,low,100.0,0.004164,0.000625,31.9,86.2,100.0,6.2,100,74.7,60.8,,
588,CHEMBL496332,CHEMBL496332,COCC(O)Cn1cc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)cn1,PIK3CB,escape_route,IC50,222.0,0.572,3.6,True,low,100.0,0.001654,0.00248,27.6,77.8,100.0,29.8,100,71.1,60.7,,
589,CHEMBL220343,CHEMBL220343,O=C(NCc1cccnc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,Ki,230.0,0.49,2.48,True,low,100.0,0.004096,0.000614,31.4,84.7,100.0,6.1,100,83.6,60.7,,
590,CHEMBL173116,CHEMBL173116,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CN[C@@H](Cc1ccccc1)C(N)=O)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,Ki,78.0,0.133,3.71,True,low,72.7,0.002635,0.002635,35.1,92.2,72.7,26.4,100,69.9,60.6,,
591,CHEMBL3216649,CHEMBL3216649,Cl.Cl.Nc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,escape_route,IC50,140.0,0.495,2.77,True,medium,99.9,0.001854,0.002781,30.9,68.8,99.9,33.4,100,80.3,60.5,,
592,CHEMBL424850,CHEMBL424850,COc1cc2c(Nc3ncc(CC(=O)NCCC(C)C)s3)ncnc2cc1OCCCN1CCOCC1,AURKA,resistant,IC50,158.0,0.321,2.74,True,medium,76.4,0.000901,0.004503,36.0,74.1,76.4,45.0,100,80.7,60.4,,
593,CHEMBL132363,CHEMBL132363,CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ncccc1C)Oc1ccc(F)cc1-3,AR,sensitive,IC50,203.0,0.496,3.07,True,low,94.9,0.004231,0.000635,32.4,87.7,94.9,6.3,100,77.0,60.4,,
594,CHEMBL1966204,CHEMBL1966204,O=C(Nc1n[nH]c2ccc(-c3cn(Cc4ccccc4)nn3)cc12)c1ccc(F)cc1,CDK4,sensitive,Ki,125.89,0.451,2.28,True,medium,99.0,0.00475,0.000713,36.4,76.9,99.0,7.1,100,85.8,60.3,,
595,CHEMBL31400,CHEMBL31400,O=C1c2cccc3cccc(c23)C(=O)N1CCNCCCNCCN1C(=O)c2cccc3cccc(c23)C1=O,MAP2K1,sensitive,IC50,70.0,0.246,2.45,True,medium,84.9,0.005387,0.000808,41.3,81.8,84.9,8.1,100,83.9,60.2,,
596,CHEMBL1766801,CHEMBL1766801,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3nc4ccccc4[nH]3)n2)cc1,ATM,resistant,IC50,380.0,0.577,2.31,True,low,100.0,0.00071,0.003551,28.4,68.2,100.0,35.5,100,85.4,60.2,,
597,CHEMBL90884,CHEMBL90884,CC(C)[C@H](NC(=O)CCc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)CCCc1ccccc1,CD274,immune,Ki,100.0,0.259,3.22,True,low,75.2,0.0025,0.0025,33.3,90.0,75.2,25.0,100,75.3,60.1,,
598,CHEMBL395700,CHEMBL395700,O=C(Nc1ccc2c(c1)OC(F)(F)O2)c1ccccc1NCc1ccnc(NCCCO)c1,BRAF,escape_route,IC50,142.0,0.36,2.56,True,medium,97.2,0.001848,0.002772,30.8,68.6,97.2,33.3,100,82.7,60.0,,
599,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CDK4,sensitive,Kd,100.0,0.406,4.95,True,medium,98.1,0.005,0.00075,38.3,79.2,98.1,7.5,100,56.1,59.9,,
600,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CDK4,sensitive,Kd,100.0,0.406,4.95,True,medium,98.1,0.005,0.00075,38.3,79.2,98.1,7.5,100,56.1,59.9,,
601,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CDK4,sensitive,Kd,100.0,0.406,4.95,True,medium,98.1,0.005,0.00075,38.3,79.2,98.1,7.5,100,56.1,59.9,,
602,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CDK4,sensitive,Kd,100.0,0.406,4.95,True,medium,98.1,0.005,0.00075,38.3,79.2,98.1,7.5,100,56.1,59.9,,
603,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CDK4,sensitive,Kd,100.0,0.406,4.95,True,medium,98.1,0.005,0.00075,38.3,79.2,98.1,7.5,100,56.1,59.9,,
604,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CDK4,sensitive,Kd,100.0,0.406,4.95,True,medium,98.1,0.005,0.00075,38.3,79.2,98.1,7.5,100,56.1,59.9,,
605,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CDK4,sensitive,Kd,100.0,0.406,4.95,True,medium,98.1,0.005,0.00075,38.3,79.2,98.1,7.5,100,56.1,59.9,,
606,CHEMBL5219159,CHEMBL5219159,Cn1cc(Cc2cccc(Cl)c2)c(-c2cc(Cl)nc(N)n2)n1,EZH2,resistant,IC50,389.0,0.746,2.62,True,low,100.0,0.000705,0.003525,28.2,67.2,100.0,35.2,100,82.0,59.7,,
607,CHEMBL215525,CHEMBL215525,CN(C)c1cccc(-c2ccc([C@@H](O)[C@H]3[C@@H](c4ccccc4)CC(=O)N3C)s2)c1,KRAS,escape_route,IC50,150.0,0.677,3.55,True,medium,100.0,0.001824,0.002736,30.4,68.0,100.0,32.8,100,71.7,59.6,,
608,CHEMBL406237,CHEMBL406237,COC[C@H]1OC(=O)/C(=C/N2CCN(Cc3ccccc3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,escape_route,IC50,87.0,0.369,4.76,True,medium,87.4,0.00206,0.003091,34.3,73.0,87.4,37.1,100,58.2,59.5,,
609,CHEMBL4874288,CHEMBL4874288,Cn1cc(Cc2cccc(F)c2)c(-c2cc(Cl)nc(N)n2)n1,EZH2,resistant,IC50,392.0,0.754,2.63,True,low,100.0,0.000703,0.003517,28.1,66.9,100.0,35.2,100,81.9,59.5,,
610,CHEMBL439514,CHEMBL439514,CC(C)NC(=O)N1Cc2n[nH]c(NC(=O)c3ccc4c(c3)OCO4)c2C1,AURKA,resistant,IC50,390.0,0.776,2.8,True,low,100.0,0.000704,0.003522,28.2,67.1,100.0,35.2,100,80.0,59.5,,
611,CHEMBL247424,CHEMBL247424,O=C(Nc1ccc2c(c1)OC(F)(F)O2)c1ccccc1NCc1ccnc(NCCCn2ccnc2)c1,BRAF,escape_route,IC50,101.0,0.261,2.74,True,medium,85.2,0.001996,0.002994,33.3,71.9,85.2,35.9,100,80.7,59.4,,
612,CHEMBL247591,CHEMBL247591,COCCCNc1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,BRAF,escape_route,IC50,156.0,0.369,2.56,True,medium,97.4,0.001807,0.00271,30.1,67.5,97.4,32.5,100,82.7,59.4,,
613,CHEMBL247797,CHEMBL247797,CNC(=O)Nc1ccc(CNc2c(C(=O)Nc3ccc(SC(F)(F)F)cc3)cnn2C)cn1,BRAF,escape_route,IC50,154.0,0.381,2.71,True,medium,97.6,0.001812,0.002719,30.2,67.7,97.6,32.6,100,81.0,59.4,,
614,CHEMBL4240977,CHEMBL4240977,CC(C)(C)c1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,sensitive,EC50,152.0,0.757,2.32,True,medium,100.0,0.004545,0.000682,34.8,74.6,100.0,6.8,100,85.3,59.4,,
615,CHEMBL247792,CHEMBL247792,O=C(Nc1ccc2c(c1)OC(F)(F)O2)c1ccccc1NCc1ccnc(NCCc2cnc[nH]2)c1,BRAF,escape_route,IC50,146.0,0.269,2.75,True,medium,95.4,0.001836,0.002753,30.6,68.3,95.4,33.0,100,80.6,59.3,,
616,CHEMBL297089,CHEMBL297089,CCOC(=O)/C=C/[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccccc1)n1cccc(NC(=O)OCc2ccccc2)c1=O,MAP2K1,sensitive,EC50,33.0,0.197,3.49,True,medium,68.9,0.006204,0.000931,47.6,85.1,68.9,9.3,100,72.3,59.3,,
617,CHEMBL110681,CHEMBL110681,CN(CC(=O)c1ccc2ccccc2c1)C(=O)CCn1c2c(c(=O)[nH]c1=O)CCCC2,PARP1,resistant,IC50,400.0,0.621,2.52,True,low,100.0,0.000699,0.003495,28.0,66.0,100.0,34.9,100,83.1,59.3,,
618,CHEMBL379218,CHEMBL379218,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,MAPK1,sensitive,Ki,260.0,0.548,2.83,True,low,100.0,0.003963,0.000594,30.4,81.4,100.0,5.9,100,79.7,59.3,,
619,CHEMBL174395,CHEMBL174395,CCC(C(=O)NC(CC(=O)O)C(=O)CNC(C)=O)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,Ki,117.0,0.3,3.34,True,low,76.0,0.002415,0.002415,32.2,88.3,76.0,24.2,100,74.0,59.3,,
620,CHEMBL2143829,CHEMBL2143829,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OC,ATM,resistant,IC50,400.0,0.594,2.51,True,low,100.0,0.000699,0.003495,28.0,66.0,100.0,34.9,100,83.2,59.3,,
621,CHEMBL379218,CHEMBL379218,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,MAPK1,sensitive,Ki,260.0,0.548,2.83,True,low,100.0,0.003963,0.000594,30.4,81.4,100.0,5.9,100,79.7,59.3,,
622,CHEMBL267940,CHEMBL267940,C=CCC1Oc2cccc(C=C)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,AR,sensitive,Ki,239.0,0.633,3.67,True,low,97.7,0.004054,0.000608,31.1,83.7,97.7,6.1,100,70.3,59.2,,
623,CHEMBL384404,CHEMBL384404,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(S(=O)(=O)c2ccccc2)s1,KRAS,escape_route,IC50,160.0,0.675,3.51,True,medium,100.0,0.001796,0.002694,29.9,67.2,100.0,32.3,100,72.1,59.2,,
624,CHEMBL205415,CHEMBL205415,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1cncc(/C=C/c2ccncc2)c1,AKT1,escape_route,IC50,278.0,0.474,2.89,True,low,100.0,0.001556,0.002334,25.9,72.2,100.0,28.0,100,79.0,59.0,,
625,CHEMBL383254,CHEMBL383254,NCC(c1ccccc1)c1cncc(/C=C/c2ccncc2)c1,AKT1,escape_route,IC50,284.0,0.781,2.83,True,low,100.0,0.001547,0.00232,25.8,71.6,100.0,27.8,100,79.7,58.8,,
626,CHEMBL382914,CHEMBL382914,CCNc1cc(/C=C/c2cncc(OC[C@@H](N)Cc3c[nH]c4ccccc34)c2)ccn1,AKT1,escape_route,IC50,163.0,0.376,3.13,True,medium,97.5,0.001788,0.002682,29.8,67.0,97.5,32.2,100,76.3,58.8,,
627,CHEMBL366506,CHEMBL366506,CCCCCC(=O)NCC(=O)C(CC(=O)O)NC(=O)C(CC)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,Ki,34.3,0.201,3.4,True,medium,69.0,0.003081,0.003081,41.1,77.3,69.0,30.8,100,73.3,58.7,,
628,CHEMBL77475,CHEMBL77475,CC(=O)N(C)[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@H](C=O)CC(=O)O)C(C)C,CD274,immune,Ki,120.0,0.224,3.74,True,low,74.5,0.002401,0.002401,32.0,88.0,74.5,24.0,100,69.6,58.6,,
629,CHEMBL336169,CHEMBL336169,CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ccco1)Oc1ccc(F)cc1-3,AR,sensitive,IC50,258.0,0.523,2.94,True,low,95.5,0.003971,0.000596,30.4,81.6,95.5,6.0,100,78.4,58.5,,
630,CHEMBL514046,CHEMBL514046,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@]21CCC(=O)O1,KRAS,escape_route,IC50,270.0,0.722,4.37,True,low,100.0,0.001569,0.002353,26.1,73.0,100.0,28.2,100,62.6,58.5,,
631,CHEMBL541133,CHEMBL541133,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)c1nc(-c2cnc3ccc(Cl)cn23)cs1.Cl,PIK3CB,escape_route,IC50,170.0,0.319,2.95,True,medium,96.4,0.00177,0.002654,29.5,66.4,96.4,31.8,100,78.3,58.4,,
632,CHEMBL454646,CHEMBL454646,CC1CNCC(C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)C1,CDK4,sensitive,IC50,270.0,0.749,3.75,True,low,100.0,0.003922,0.000588,30.1,80.3,100.0,5.9,100,69.4,58.4,,
633,CHEMBL220574,CHEMBL220574,O=C(N[C@@H](CO)c1ccc(F)c(Cl)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,Ki,150.0,0.328,3.12,True,medium,96.6,0.00456,0.000684,35.0,74.8,96.6,6.8,100,76.4,58.4,,
634,CHEMBL98350,CHEMBL98350,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,PIK3CB,escape_route,IC50,306.0,0.728,2.19,True,low,100.0,0.001514,0.002271,25.2,69.4,100.0,27.3,100,86.8,58.3,,
635,CHEMBL541110,CHEMBL541110,COC(=O)c1c(C)[nH]c2c(OC(=O)N3CCN(C)CC3)cc3c(c12)[C@H](CBr)CN3C(=O)/C=C/c1ccc(OC)nn1.Cl,MAP2K1,sensitive,IC50,90.0,0.238,3.89,True,medium,84.8,0.005114,0.000767,39.2,80.1,84.8,7.7,100,67.9,58.3,,
636,CHEMBL467394,CHEMBL467394,CC1(C)CC(=O)c2sc(N3CCOc4ccc(-c5cn[nH]c5)cc43)nc2C1,PIK3CB,escape_route,IC50,298.0,0.721,3.0,True,low,100.0,0.001526,0.002289,25.4,70.2,100.0,27.5,100,77.8,58.2,,
637,CHEMBL1980407,CHEMBL1980407,NC(COc1cncc(-c2ccc3c(c2)C(=Cc2ccc[nH]2)C(=O)N3)c1)Cc1ccccc1,CDK4,sensitive,Ki,158.49,0.372,3.16,True,medium,97.4,0.0045,0.000675,34.5,74.1,97.4,6.8,100,76.0,58.2,,
638,CHEMBL371270,CHEMBL371270,COc1ccc2c(c1)Oc1ncnc(Nc3cnc(NC(=O)c4cccc(F)c4)nc3)c1NC2,AURKA,resistant,IC50,320.0,0.404,2.87,True,medium,98.1,0.000747,0.003737,29.9,59.8,98.1,37.4,100,79.2,58.1,,
