rank,chembl_id,name,smiles,target_gene,population_target,activity_type,activity_nM,qed,sa_score,pains_pass,hepatotox_risk,admet_score,est_emax_s,est_emax_r,score_efficacy,score_selectivity,score_safety,score_resistance,score_novelty,score_synthesizability,score_overall,novelty,target_in_trials
180,CHEMBL424696,CHEMBL424696,c1ccc(Nc2ncc(-c3ccnc(OC4CCCCC4)n3)s2)nc1,CDK4,sensitive,IC50,2.5,0.73,2.62,True,low,100.0,0.009005,0.001351,69.0,100.0,100.0,13.5,100,82.0,76.8,,
181,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,AKT1,escape_route,IC50,1.5,0.406,4.95,True,medium,98.1,0.003824,0.005736,63.7,79.9,98.1,68.8,100,56.1,76.8,,
182,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,AKT1,escape_route,IC50,1.5,0.406,4.95,True,medium,98.1,0.003824,0.005736,63.7,79.9,98.1,68.8,100,56.1,76.8,,
183,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,AKT1,escape_route,IC50,1.5,0.406,4.95,True,medium,98.1,0.003824,0.005736,63.7,79.9,98.1,68.8,100,56.1,76.8,,
184,CHEMBL203624,CHEMBL203624,N[C@H](CNc1cncc(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12,AKT1,escape_route,IC50,9.7,0.458,3.01,True,low,100.0,0.003013,0.00452,50.2,99.0,100.0,54.2,100,77.7,76.8,,
185,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,AKT1,escape_route,IC50,1.5,0.406,4.95,True,medium,98.1,0.003824,0.005736,63.7,79.9,98.1,68.8,100,56.1,76.8,,
186,CHEMBL111839,CHEMBL111839,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)NC(C=O)CC(=O)O)C(C)C,CD274,immune,IC50,0.76,0.194,3.54,True,low,73.9,0.005149,0.005149,68.7,99.9,73.9,51.5,100,71.8,76.7,,
187,CHEMBL419020,CHEMBL419020,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2ncccc2C(F)(F)F)CC1,PARP1,resistant,IC50,40.0,0.566,2.96,True,low,96.3,0.001199,0.005995,48.0,100.0,96.3,60.0,100,78.2,76.6,,
188,CHEMBL589258,CHEMBL589258,CCn1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)N5CCN(C)CC5)cc4)cc3)nc21,PIK3CB,escape_route,IC50,7.0,0.359,2.67,True,low,92.2,0.003155,0.004732,52.6,99.3,92.2,56.8,100,81.4,76.6,,
189,CHEMBL1086923,CHEMBL1086923,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc(O)c4)nc(N4CCOCC4)c3s2)CC1,PIK3CB,escape_route,IC50,11.0,0.581,2.69,True,low,100.0,0.002959,0.004438,49.3,98.9,100.0,53.3,100,81.2,76.6,,
190,CHEMBL153080,CHEMBL153080,CCCCCCNCC(=O)C(F)(F)F,FOLH1,other,IC50,5.495,0.654,2.31,True,low,100.0,0.004075,0.004075,54.3,99.5,100.0,40.7,100,85.4,76.5,,
191,CHEMBL206460,CHEMBL206460,COc1cc(NC(=O)Cc2ccc(S(C)(=O)=O)cc2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,IC50,7.0,0.432,2.55,True,medium,73.6,0.001577,0.007887,63.1,87.4,73.6,78.9,100,82.8,76.5,,
192,CHEMBL383970,CHEMBL383970,CN1C(=O)C[C@H](c2ccccc2F)[C@@H]1[C@H](O)c1ccc(-c2ccccc2)s1,KRAS,escape_route,IC50,10.0,0.717,3.44,True,low,100.0,0.003,0.0045,50.0,99.0,100.0,54.0,100,72.9,76.5,,
193,CHEMBL200172,CHEMBL200172,CC(C)(C)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1,BRAF,escape_route,IC50,12.0,0.711,2.49,True,low,100.0,0.002921,0.004381,48.7,98.8,100.0,52.6,100,83.4,76.4,,
194,CHEMBL373011,CHEMBL373011,Oc1cc(-c2nc(-c3ccccc3)[nH]c2-c2ccncc2)ccc1Cl,BRAF,escape_route,IC50,10.0,0.537,2.22,True,low,95.7,0.003,0.0045,50.0,99.0,95.7,54.0,100,86.4,76.3,,
195,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,AURKA,resistant,Kd,16.0,0.406,4.95,True,medium,98.1,0.001398,0.00699,55.9,86.6,98.1,69.9,100,56.1,76.3,,
196,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,AURKA,resistant,Kd,16.0,0.406,4.95,True,medium,98.1,0.001398,0.00699,55.9,86.6,98.1,69.9,100,56.1,76.3,,
197,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,AURKA,resistant,Kd,16.0,0.406,4.95,True,medium,98.1,0.001398,0.00699,55.9,86.6,98.1,69.9,100,56.1,76.3,,
198,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,AURKA,resistant,Kd,16.0,0.406,4.95,True,medium,98.1,0.001398,0.00699,55.9,86.6,98.1,69.9,100,56.1,76.3,,
199,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,AURKA,resistant,Kd,16.0,0.406,4.95,True,medium,98.1,0.001398,0.00699,55.9,86.6,98.1,69.9,100,56.1,76.3,,
200,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,AURKA,resistant,Kd,16.0,0.406,4.95,True,medium,98.1,0.001398,0.00699,55.9,86.6,98.1,69.9,100,56.1,76.3,,
201,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,AURKA,resistant,Kd,16.0,0.406,4.95,True,medium,98.1,0.001398,0.00699,55.9,86.6,98.1,69.9,100,56.1,76.3,,
202,CHEMBL1084926,CHEMBL1084926,CC(C)(O)c1cc2nc(-c3cnc(N)nc3)nc(N3CCOCC3)c2s1,PIK3CB,escape_route,IC50,12.0,0.716,2.91,True,low,100.0,0.002921,0.004381,48.7,98.8,100.0,52.6,100,78.8,76.1,,
203,CHEMBL371952,CHEMBL371952,Oc1cc(-c2[nH]c(-c3ccco3)nc2-c2ccncc2)ccc1Cl,BRAF,escape_route,IC50,13.0,0.565,2.48,True,low,100.0,0.002886,0.004329,48.1,98.7,100.0,51.9,100,83.6,76.1,,
204,CHEMBL3698644,CHEMBL3698644,c1cc2c3cnc(Nc4cnc(N5CCNCC5)nc4)nc3n(C3CCCC3)c2cn1,CDK6,sensitive,IC50,1.1,0.525,2.85,True,medium,100.0,0.009897,0.001484,75.9,87.9,100.0,14.8,100,79.4,75.9,,
205,CHEMBL427787,CHEMBL427787,C[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,AURKA,resistant,IC50,24.0,0.614,2.96,True,medium,100.0,0.00131,0.006549,52.4,85.9,100.0,65.5,100,78.2,75.9,,
206,CHEMBL206139,CHEMBL206139,COc1cc([N+](=O)[O-])c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,IC50,42.0,0.638,2.52,True,low,92.8,0.001188,0.005942,47.5,100.0,92.8,59.4,100,83.1,75.9,,
207,CHEMBL206663,CHEMBL206663,CN(C)CCOCCOc1cc(N2CCCC2)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl,CHEK1,resistant,IC50,25.0,0.505,2.76,True,medium,100.0,0.001301,0.006505,52.0,85.8,100.0,65.1,100,80.4,75.8,,
208,CHEMBL428496,WORTMANNIN,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,PIK3CB,escape_route,IC50,10.0,0.676,4.66,True,low,100.0,0.003,0.0045,50.0,99.0,100.0,54.0,100,59.3,75.8,,
209,CHEMBL428496,WORTMANNIN,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,PIK3CB,escape_route,IC50,10.0,0.676,4.66,True,low,100.0,0.003,0.0045,50.0,99.0,100.0,54.0,100,59.3,75.8,,
210,CHEMBL428496,WORTMANNIN,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,PIK3CB,escape_route,IC50,10.0,0.676,4.66,True,low,100.0,0.003,0.0045,50.0,99.0,100.0,54.0,100,59.3,75.8,,
211,CHEMBL315936,CHEMBL315936,O=C(O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2ccccc2)nn1CC1CCCC(C(=O)O)C1,CHEK2,resistant,IC50,14.8,0.467,3.47,True,medium,89.3,0.001415,0.007074,56.6,86.7,89.3,70.7,100,72.6,75.8,,
212,CHEMBL111606,CHEMBL111606,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(Cl)cc1,PARP1,resistant,IC50,60.0,0.704,2.64,True,low,100.0,0.001111,0.005555,44.4,100.0,100.0,55.5,100,81.8,75.8,,
213,CHEMBL370353,CHEMBL370353,Oc1cc(-c2[nH]c(-c3ccccc3)nc2-c2ccncn2)ccc1Cl,BRAF,escape_route,Kd,14.0,0.569,2.41,True,low,100.0,0.002854,0.004281,47.6,98.6,100.0,51.4,100,84.3,75.8,,
214,CHEMBL431493,CHEMBL431493,Oc1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@@H]1CCCC[C@H]31,AR,sensitive,EC50,3.0,0.741,3.66,True,low,100.0,0.008807,0.001321,67.5,100.0,100.0,13.2,100,70.4,75.8,,
215,CHEMBL159124,CHEMBL159124,COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1cnc(OC)nc1)C3=CC2=O,MAP2K1,sensitive,IC50,2.5,0.592,4.48,True,low,100.0,0.009005,0.001351,69.0,100.0,100.0,13.5,100,61.3,75.8,,
216,CHEMBL4246320,CHEMBL4246320,Cc1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,sensitive,EC50,4.0,0.833,2.17,True,low,100.0,0.008495,0.001274,65.1,100.0,100.0,12.7,100,87.0,75.8,,
217,CHEMBL440542,CHEMBL440542,CCCCCCSCC(=O)C(F)(F)F,FOLH1,other,IC50,6.918,0.621,2.43,True,low,100.0,0.00395,0.00395,52.7,99.3,100.0,39.5,100,84.1,75.8,,
218,CHEMBL4238053,CHEMBL4238053,COc1ccc2c(c1)N(C)CCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,sensitive,EC50,4.0,0.787,2.38,True,low,100.0,0.008495,0.001274,65.1,100.0,100.0,12.7,100,84.7,75.7,,
219,CHEMBL298445,CHEMBL298445,Cc1nc(N)sc1-c1ccnc(Nc2cccc([N+](=O)[O-])c2)n1,CDK4,sensitive,Ki,4.0,0.557,2.42,True,low,100.0,0.008495,0.001274,65.1,100.0,100.0,12.7,100,84.2,75.7,,
220,CHEMBL3237704,CHEMBL3237704,CC1(C)CCC(n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)nc32)CC1,CDK6,sensitive,IC50,1.1,0.462,3.0,True,medium,99.2,0.009897,0.001484,75.9,87.9,99.2,14.8,100,77.8,75.7,,
221,CHEMBL1086924,CHEMBL1086924,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccnc4)nc(N4CCOCC4)c3s2)CC1,PIK3CB,escape_route,IC50,14.0,0.552,2.68,True,low,100.0,0.002854,0.004281,47.6,98.6,100.0,51.4,100,81.3,75.7,,
222,CHEMBL320579,CHEMBL320579,O=C(Cn1c2c(c(=O)[nH]c1=O)CSCC2)NCCC(=O)N1CCN(c2ncccn2)CC1,PARP1,resistant,IC50,60.0,0.56,2.84,True,low,100.0,0.001111,0.005555,44.4,100.0,100.0,55.5,100,79.6,75.6,,
223,CHEMBL5221008,CHEMBL5221008,Cn1cc(Cc2ccccc2Cl)c(-c2cc(Cl)nc(N)n2)n1,EZH2,resistant,IC50,64.0,0.746,2.63,True,low,100.0,0.001097,0.005485,43.9,100.0,100.0,54.9,100,81.9,75.5,,
224,CHEMBL383541,CHEMBL383541,N[C@H](COc1cncc(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12,AKT1,escape_route,IC50,14.0,0.514,2.95,True,low,100.0,0.002854,0.004281,47.6,98.6,100.0,51.4,100,78.3,75.5,,
225,CHEMBL717,CHEMBL717,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,AR,sensitive,Ki,2.9,0.648,4.4,True,low,100.0,0.008844,0.001327,67.8,100.0,100.0,13.3,100,62.2,75.4,,
226,CHEMBL5220075,CHEMBL5220075,COc1ccccc1Cc1cn(C)nc1-c1cc(Cl)nc(N)n1,EZH2,resistant,IC50,67.0,0.744,2.59,True,low,100.0,0.001087,0.005435,43.5,100.0,100.0,54.4,100,82.3,75.3,,
227,CHEMBL363857,CHEMBL363857,CN1CCN(c2ccc(C(=O)Nc3[nH]nc4c3CN(C(=O)Cc3ccsc3)C4)cc2)CC1,AURKA,resistant,IC50,65.0,0.624,2.82,True,low,100.0,0.001094,0.005468,43.7,100.0,100.0,54.7,100,79.8,75.3,,
228,CHEMBL541643,CHEMBL541643,Cl.Oc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,PIK3CB,escape_route,IC50,16.0,0.769,2.44,True,low,100.0,0.002796,0.004194,46.6,98.4,100.0,50.3,100,84.0,75.3,,
229,CHEMBL541643,CHEMBL541643,Cl.Oc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,PIK3CB,escape_route,IC50,16.0,0.769,2.44,True,low,100.0,0.002796,0.004194,46.6,98.4,100.0,50.3,100,84.0,75.3,,
230,CHEMBL204318,CHEMBL204318,CCCCC(=O)Nc1ncc(Nc2ncnc3cc(OCCCN4CCOCC4)c(OC)cc23)cn1,AURKA,resistant,IC50,17.0,0.361,2.63,True,medium,87.2,0.001385,0.006924,55.4,86.5,87.2,69.2,100,81.9,75.2,,
231,CHEMBL107616,CHEMBL107616,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1cccc(-c2ccccc2)c1,PARP1,resistant,IC50,70.0,0.54,2.61,True,low,100.0,0.001077,0.005387,43.1,100.0,100.0,53.9,100,82.1,75.1,,
232,CHEMBL208537,CHEMBL208537,COc1cc(CN2CCN(C)CC2)ccc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,IC50,73.0,0.812,2.39,True,low,100.0,0.001068,0.005342,42.7,100.0,100.0,53.4,100,84.6,75.1,,
233,CHEMBL390728,CHEMBL390728,CCC1CCNc2cc3[nH]c(=O)cc(C(F)(F)F)c3cc21,AR,sensitive,EC50,4.0,0.839,3.34,True,low,100.0,0.008495,0.001274,65.1,100.0,100.0,12.7,100,74.0,75.1,,
234,CHEMBL158368,CHEMBL158368,COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(OC)nc1)C3=CC2=O,MAP2K1,sensitive,IC50,3.3,0.603,4.33,True,low,100.0,0.008704,0.001306,66.7,100.0,100.0,13.1,100,63.0,75.1,,
235,CHEMBL205543,CHEMBL205543,CN1CCN(c2cc(OC3CCOC3)c(NC(=O)Nc3cnc(C#N)cn3)cc2Cl)CC1,CHEK1,resistant,IC50,66.0,0.703,3.27,True,low,100.0,0.00109,0.005451,43.6,100.0,100.0,54.5,100,74.8,75.0,,
236,CHEMBL200637,CHEMBL200637,C/C(=N\O)c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,BRAF,escape_route,Kd,11.0,0.307,2.27,True,low,91.1,0.002959,0.004438,49.3,98.9,91.1,53.3,100,85.9,75.0,,
237,CHEMBL322957,CHEMBL322957,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1cccc(Br)c1,PARP1,resistant,IC50,70.0,0.647,2.74,True,low,100.0,0.001077,0.005387,43.1,100.0,100.0,53.9,100,80.7,75.0,,
238,CHEMBL1085160,CHEMBL1085160,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc(CO)c4)nc(N4CCOCC4)c3s2)CC1,PIK3CB,escape_route,IC50,14.0,0.543,2.7,True,low,95.9,0.002854,0.004281,47.6,98.6,95.9,51.4,100,81.1,74.9,,
239,CHEMBL543394,CHEMBL543394,Cl.Oc1nc2ccc(N3CCC(N4CCCC4)CC3)nc2c2ccccc12,PARP1,resistant,IC50,75.0,0.677,2.51,True,low,100.0,0.001062,0.005312,42.5,100.0,100.0,53.1,100,83.2,74.9,,
240,CHEMBL4848035,CHEMBL4848035,Cc1c(Cc2cccs2)c(-c2cc(Cl)nc(N)n2)nn1C,EZH2,resistant,IC50,74.0,0.753,2.81,True,low,100.0,0.001065,0.005327,42.6,100.0,100.0,53.3,100,79.9,74.8,,
241,CHEMBL421605,CHEMBL421605,O=C(CCn1c2c(c(=O)[nH]c1=O)CCCC2)NCC(=O)c1ccc(Br)cc1,PARP1,resistant,IC50,80.0,0.674,2.43,True,low,100.0,0.001048,0.005242,41.9,100.0,100.0,52.4,100,84.1,74.6,,
242,CHEMBL1083152,CHEMBL1083152,CNc1nc(C)c(-c2ccnc(Nc3cc(OC)c(OC)c(OC)c3)n2)s1,CDK4,sensitive,Ki,6.0,0.634,2.48,True,low,100.0,0.008055,0.001208,61.8,100.0,100.0,12.1,100,83.6,74.5,,
243,CHEMBL146858,CHEMBL146858,CC1(C)NC(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C1=O,AR,sensitive,IC50,6.0,0.809,2.57,True,low,100.0,0.008055,0.001208,61.8,100.0,100.0,12.1,100,82.6,74.5,,
244,CHEMBL445813,CHEMBL445813,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl,CDK4,sensitive,Kd,5.8,0.653,2.73,True,low,100.0,0.008091,0.001214,62.0,100.0,100.0,12.1,100,80.8,74.5,,
245,CHEMBL445813,CHEMBL445813,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl,CDK4,sensitive,Kd,5.8,0.653,2.73,True,low,100.0,0.008091,0.001214,62.0,100.0,100.0,12.1,100,80.8,74.5,,
246,CHEMBL205950,CHEMBL205950,CN(C)CCOc1cc(OCC2(C)COC2)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl,CHEK1,resistant,IC50,32.0,0.585,2.97,True,medium,100.0,0.001247,0.006237,49.9,85.2,100.0,62.4,100,78.1,74.5,,
247,CHEMBL540695,CHEMBL540695,O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)c5cccnc5)CC4)c3n2)cc1,MTOR,escape_route,IC50,0.83,0.291,2.86,True,medium,70.8,0.004081,0.006121,68.0,79.9,70.8,73.5,100,79.3,74.5,,
248,CHEMBL108316,CHEMBL108316,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2ncncn2)CC1,PARP1,resistant,IC50,50.0,0.518,3.0,True,low,90.4,0.001151,0.005753,46.0,100.0,90.4,57.5,100,77.8,74.4,,
249,CHEMBL5221093,CHEMBL5221093,Cn1cc(Cc2ccccc2Oc2ccccc2)c(-c2cc(Cl)nc(N)n2)n1,EZH2,resistant,IC50,87.1,0.507,2.54,True,low,100.0,0.00103,0.00515,41.2,100.0,100.0,51.5,100,82.9,74.2,,
250,CHEMBL427196,CHEMBL427196,OCc1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1O,BRAF,escape_route,Kd,22.0,0.523,2.32,True,low,100.0,0.002658,0.003986,44.3,97.8,100.0,47.8,100,85.3,74.2,,
251,CHEMBL107260,CHEMBL107260,O=C(CCn1c2c(c(=O)[nH]c1=O)CCCC2)NCC(=O)N1CCN(c2ncccn2)CC1,PARP1,resistant,IC50,90.0,0.591,2.62,True,low,100.0,0.001023,0.005114,40.9,100.0,100.0,51.1,100,82.0,74.0,,
252,CHEMBL564099,CHEMBL564099,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C)CC4)c3n2)cc1,MTOR,escape_route,IC50,22.0,0.629,2.62,True,low,100.0,0.002658,0.003986,44.3,97.8,100.0,47.8,100,82.0,74.0,,
253,CHEMBL205744,CHEMBL205744,N#Cc1cnc(NC(=O)Nc2cc(Cl)c(OCc3cccnc3)cc2N2CCCC2)cn1,CHEK1,resistant,IC50,38.0,0.578,2.63,True,medium,100.0,0.00121,0.006051,48.4,84.7,100.0,60.5,100,81.9,73.9,,
254,CHEMBL114791,CHEMBL114791,O=C[C@H](CC(=O)O)NC(=O)[C@@H]1Cc2cccc3c2N1C(=O)[C@@H](NC(=O)c1cccc2ccccc12)CC3,CD274,immune,IC50,10.0,0.426,3.62,True,low,100.0,0.00375,0.00375,50.0,99.0,100.0,37.5,100,70.9,73.9,,
255,CHEMBL205699,CHEMBL205699,CN1CCN(c2cc(OCc3cccnc3)c(NC(=O)Nc3cnc(C#N)cn3)cc2Cl)CC1,CHEK1,resistant,IC50,38.0,0.553,2.69,True,medium,100.0,0.00121,0.006051,48.4,84.7,100.0,60.5,100,81.2,73.8,,
256,CHEMBL381172,CHEMBL381172,COc1cc(CN2CCOCC2)ccc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,IC50,96.0,0.828,2.39,True,low,100.0,0.001009,0.005044,40.4,99.4,100.0,50.4,100,84.6,73.8,,
257,CHEMBL359106,CHEMBL359106,NC1=N/C(=C2\CCNC(=O)c3[nH]c(Br)cc32)C(=O)N1,MAPK1,sensitive,IC50,6.0,0.506,3.74,True,low,100.0,0.008055,0.001208,61.8,100.0,100.0,12.1,100,69.6,73.8,,
258,CHEMBL27769,CHEMBL27769,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,AR,sensitive,EC50,6.0,0.733,3.99,True,low,100.0,0.008055,0.001208,61.8,100.0,100.0,12.1,100,66.8,73.7,,
259,CHEMBL200164,CHEMBL200164,O/N=C1/CCCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21,BRAF,escape_route,Kd,17.0,0.373,2.53,True,low,92.5,0.00277,0.004154,46.2,98.3,92.5,49.8,100,83.0,73.6,,
260,CHEMBL4243509,CHEMBL4243509,COc1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,sensitive,EC50,9.0,0.81,2.17,True,low,100.0,0.007614,0.001142,58.4,100.0,100.0,11.4,100,87.0,73.6,,
261,CHEMBL1084715,CHEMBL1084715,CCNc1nc(C)c(-c2ccnc(Nc3ccc(CNC(C)=O)cc3)n2)s1,CDK4,sensitive,Ki,9.0,0.577,2.39,True,low,100.0,0.007614,0.001142,58.4,100.0,100.0,11.4,100,84.6,73.5,,
262,CHEMBL281865,CHEMBL281865,COc1cccc(Cn2nc(-c3ccccc3)c(Cc3ccc4c(c3)OCO4)c2C(=O)O)c1,CHEK2,resistant,IC50,40.0,0.45,2.38,True,medium,99.0,0.001199,0.005995,48.0,84.5,99.0,60.0,100,84.7,73.5,,
263,CHEMBL3702128,CHEMBL3702128,O=C1CNCCN1Cc1ccc(Nc2ncc3c4ccncc4n(C4CCCC4)c3n2)nc1,CDK6,sensitive,IC50,2.7,0.49,2.92,True,medium,99.8,0.008922,0.001338,68.4,87.8,99.8,13.4,100,78.7,73.4,,
264,CHEMBL541906,CHEMBL541906,Cl.Oc1ccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)cc1,PIK3CA,escape_route,IC50,26.0,0.567,2.62,True,low,100.0,0.002585,0.003878,43.1,97.4,100.0,46.5,100,82.0,73.4,,
265,CHEMBL205491,CHEMBL205491,COc1cc(NC(=O)c2cccs2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,IC50,42.0,0.563,2.51,True,medium,100.0,0.001188,0.005942,47.5,84.3,100.0,59.4,100,83.2,73.4,,
266,CHEMBL1274,CHEMBL1274,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,AR,sensitive,IC50,9.0,0.515,2.57,True,low,100.0,0.007614,0.001142,58.4,100.0,100.0,11.4,100,82.6,73.4,,
267,CHEMBL363160,PHA-680632,CCc1cccc(CC)c1NC(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1,AURKA,resistant,IC50,27.0,0.473,2.67,True,medium,89.5,0.001284,0.006422,51.4,85.6,89.5,64.2,100,81.4,73.4,,
268,CHEMBL201654,CHEMBL201654,COc1cc2c(Nc3ncc(C)s3)ncnc2cc1OCCCN1CCOCC1,AURKA,resistant,IC50,43.0,0.562,2.51,True,medium,100.0,0.001183,0.005916,47.3,84.2,100.0,59.2,100,83.2,73.3,,
269,CHEMBL1085178,CHEMBL1085178,Cc1nc(N)ncc1-c1nc(N2CCOCC2)c2sc(C(C)(C)O)cc2n1,PIK3CB,escape_route,IC50,25.0,0.704,2.98,True,low,100.0,0.002602,0.003903,43.4,97.5,100.0,46.8,100,78.0,73.3,,
270,CHEMBL2113261,CHEMBL2113261,CC[C@H]1c2cc3c(C(F)(F)F)cc(O)nc3cc2NC[C@H]1C,AR,sensitive,EC50,7.0,0.814,3.94,True,low,100.0,0.007887,0.001183,60.5,100.0,100.0,11.8,100,67.3,73.3,,
271,CHEMBL418198,CHEMBL418198,CCC1c2cc3c(C(F)(F)F)cc(O)nc3cc2NC[C@@H]1C,AR,sensitive,EC50,7.0,0.814,3.94,True,low,100.0,0.007887,0.001183,60.5,100.0,100.0,11.8,100,67.3,73.3,,
272,CHEMBL387385,CHEMBL387385,O=C(N[C@H](CO)c1ccc(F)c(Cl)c1)c1cc(-c2n[nH]cc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,Ki,2.0,0.328,3.31,True,medium,96.6,0.009247,0.001387,70.9,87.8,96.6,13.9,100,74.3,73.3,,
