chembl_id,smiles,target_gene,population_target,source,activity_nM,mw,qed,sa_score,admet_score,best_similarity,generation_method,score_efficacy,score_selectivity,score_safety,score_resistance,score_novelty,score_synth,score_overall,rank,herg_alerts,herg_risk,brenk_alerts,mutagenicity_risk,cyp_2d6_risk,cyp_3a4_risk,reactive_alerts,tox_score,offtarget_flags,n_offtarget_flags,selectivity_score,score_tox,score_selectivity_new,score_rebalanced,rank_new
,O=C1C[C@H](c2ccccc2F)[C@H]([C@H](O)c2ccc(-c3cccnc3)s2)N1Cl,KRAS,escape_route,scout2,59.06,402.9,0.653,3.4,70.0,0.506,r_group,40.5,94.1,70.0,28.4,100,73.3,62.6,855,0,medium,0,low,high,low,0,75,['dopamine_D2'],1,85,75,85,63.9,966
,CN1C(=O)C[C@H](c2ccccc2F)[C@@H]1[C@H](O)c1ccc(S(=O)(=O)c2ccncc2)s1,KRAS,escape_route,scout2,58.44,446.5,0.651,3.8,70.0,0.576,bioisostere,40.7,94.2,70.0,28.5,100,68.9,62.5,868,0,medium,0,low,high,low,0,75,['dopamine_D2'],1,85,75,85,63.8,967
CHEMBL315638,O=C(O)c1cccc(Cn2nc(-c3cccs3)c(Cc3cc4c(cc3Cl)OCO4)c2C(=O)O)c1,CHEK2,resistant,scout1,89.0,0.0,0.369,2.74,87.4,,database,34.7,72.9,87.4,34.7,70,80.7,58.8,1045,0,medium,0,low,low,low,0,85,[],0,100,85,100,63.8,968
,O=C1C[C@H](c2ccccc2F)[C@H]([C@H](O)c2ccc(-c3cccnc3)s2)N1F,KRAS,escape_route,scout2,59.87,386.4,0.682,3.4,70.0,0.499,r_group,40.4,94.0,70.0,28.2,100,73.3,62.5,861,0,medium,0,low,high,low,0,75,['dopamine_D2'],1,85,75,85,63.8,969
CHEMBL79280,COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1F,MAP2K1,sensitive,scout1,101.0,0.0,0.51,2.35,100.0,,database,32.9,89.9,100.0,9.9,70,85.0,61.6,954,1,medium,0,low,low,low,0,85,[],0,100,85,100,63.7,970
CHEMBL212781,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccccc2)s1,KRAS,escape_route,scout1,100.0,0.0,0.743,3.34,100.0,,database,33.0,90.0,100.0,23.1,70,74.0,63.1,819,0,medium,0,low,low,low,0,85,['dopamine_D2'],1,85,85,85,63.7,971
CHEMBL364872,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@@H](O)c1ccc(-c2ccccc2)s1,KRAS,escape_route,scout1,100.0,0.0,0.743,3.34,100.0,,database,33.0,90.0,100.0,23.1,70,74.0,63.1,818,0,medium,0,low,low,low,0,85,['dopamine_D2'],1,85,85,85,63.7,972
CHEMBL26719,O=C(O)C[C@H](NC(=O)C(c1ccccc1)n1cccc(NC(=O)c2cccc3ccccc23)c1=O)C(=O)COc1ccccc1,CD274,immune,scout1,10.0,0.0,0.191,3.35,68.8,,database,66.0,79.2,68.8,19.8,70,73.9,63.5,809,0,medium,0,low,high,low,0,75,"['hERG_channel', 'dopamine_D2']",2,70,75,70,63.7,973
,COc1ccccc1[C@H]1CC(=O)N(C)[C@H]1[C@H](O)c1ccc(S(=O)(=O)c2ccncc2)s1,KRAS,escape_route,scout2,59.81,458.6,0.61,3.9,70.0,0.558,bioisostere,40.4,94.0,70.0,28.3,100,67.8,62.2,891,0,medium,0,low,high,low,0,75,['dopamine_D2'],1,85,75,85,63.6,974
CHEMBL3698696,O=S1(=O)CCC(Nc2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)C1,CDK6,sensitive,scout1,24.0,0.0,0.459,3.36,99.2,,database,53.5,78.1,99.2,16.0,70,73.8,65.0,769,0,high,0,low,high,low,0,60,[],0,100,60,100,63.6,975
,O=C(O)N1C(=O)C[C@H](c2ccccc2F)[C@@H]1[C@H](O)c1ccc(-c2cccnc2)s1,KRAS,escape_route,scout2,61.2,412.4,0.675,3.6,70.0,0.47,r_group,40.0,93.9,70.0,28.0,100,71.1,62.2,895,0,medium,0,low,high,low,0,75,['dopamine_D2'],1,85,75,85,63.6,976
,C#N.CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccncc2)s1,KRAS,escape_route,scout2,63.15,391.5,0.729,3.5,70.0,0.541,bioisostere,39.6,93.7,70.0,27.7,100,72.2,62.1,907,0,medium,0,low,high,low,0,75,['dopamine_D2'],1,85,75,85,63.5,977
CHEMBL202026,CCN(C(=O)Cc1cnc(Nc2ncnc3cc(OCCCN4CCOCC4)c(OC)cc23)s1)c1ccccc1,AURKA,resistant,scout1,55.0,0.0,0.25,2.79,75.0,,database,41.6,75.6,75.0,41.6,70,80.1,60.1,1020,0,high,0,low,low,low,0,70,[],0,100,70,100,63.5,978
CHEMBL377304,CN(C)CCOCCN(C)CCOc1cc(N2CCCC2)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl,CHEK1,resistant,scout1,64.0,0.0,0.376,2.93,77.5,,database,39.4,74.9,77.5,39.4,70,78.6,59.4,1033,1,medium,0,low,low,low,0,85,['muscarinic'],1,85,85,85,63.4,979
CHEMBL247250,CNC(=O)Nc1ccc(CNc2ncsc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)cn1,BRAF,escape_route,scout1,69.0,0.0,0.442,2.88,98.8,,database,38.3,74.5,98.8,26.8,70,79.1,61.4,966,0,medium,0,low,high,low,0,75,[],0,100,75,100,63.4,980
CHEMBL222465,O=C(NC(CO)c1ccc(C(F)(F)F)cc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,scout1,44.0,0.0,0.309,3.13,86.2,,database,44.8,76.5,86.2,13.4,70,76.3,59.1,1043,0,medium,0,low,low,low,0,85,[],0,100,85,100,63.4,981
CHEMBL3702247,CN(C)C1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCC5)c4n3)nn2)CC1,CDK6,sensitive,scout1,27.0,0.0,0.499,2.9,100.0,,database,51.8,77.8,100.0,15.5,70,78.9,64.8,778,1,high,0,low,high,low,0,60,[],0,100,60,100,63.4,982
CHEMBL191402,CCc1cccc(CC)c1NC(=O)N1Cc2[nH]nc(NC(=O)c3ccc(C(C)(C)C)cc3)c2C1,AURKA,resistant,scout1,100.0,0.0,0.462,2.6,89.2,,database,33.0,72.0,89.2,33.0,70,82.2,58.3,1054,0,medium,0,low,low,low,0,85,[],0,100,85,100,63.3,983
,CCCNS(=O)(=O)c1ccc(N2CCCC2=O)cc1.COc1ccncc1,MDM2,sensitive,scout2,55.4,391.5,0.818,3.4,70.0,0.428,bioisostere,41.5,94.5,70.0,12.4,100,73.3,60.6,1009,0,medium,0,low,high,low,0,75,[],0,100,75,100,63.3,984
CHEMBL3702160,CN(C)[C@H]1CN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC[C@@H]1O,CDK6,sensitive,scout1,24.0,0.0,0.452,3.77,99.0,,database,53.5,78.1,99.0,16.0,70,69.2,64.7,786,1,high,0,low,high,low,0,60,[],0,100,60,100,63.3,985
CHEMBL497995,Nc1nccc(-c2cc3c([nH]2)C(C2CCC2)CNC3=O)n1,CDK4,sensitive,scout1,96.0,0.0,0.781,3.51,100.0,,database,33.6,90.4,100.0,10.1,70,72.1,61.3,972,0,medium,0,low,low,low,0,85,[],0,100,85,100,63.3,986
CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,ATR,resistant,scout1,110.0,0.0,0.61,3.41,100.0,,database,31.6,71.2,100.0,31.6,70,73.2,59.2,1040,0,medium,0,low,low,low,0,85,[],0,100,85,100,63.2,987
CHEMBL4522598,CN(C)C/C=C/C(=O)Nc1cccc(S(=O)(=O)N2CCC(NC(=O)c3n[nH]cc3NC(=O)c3c(Cl)cccc3Cl)CC2)c1.O=C(O)C(F)(F)F,ATR,resistant,scout1,50.0,0.0,0.188,3.31,68.8,,database,42.9,76.0,68.8,42.9,70,74.3,59.3,1037,1,medium,1,medium,low,low,1,70,[],0,100,70,100,63.2,988
CHEMBL270638,Cc1nc2cnc3ccc(C#Cc4cccnc4)cc3c2n1-c1ccc(C(C)C#N)cc1,PIK3CA,escape_route,scout1,56.0,0.0,0.368,3.32,87.4,,database,41.3,75.5,87.4,28.9,70,74.2,60.3,1017,0,medium,0,low,high,low,0,75,[],0,100,75,100,63.2,989
CHEMBL270638,Cc1nc2cnc3ccc(C#Cc4cccnc4)cc3c2n1-c1ccc(C(C)C#N)cc1,PIK3CA,escape_route,scout1,56.0,0.0,0.368,3.32,87.4,,database,41.3,75.5,87.4,28.9,70,74.2,60.3,1016,0,medium,0,low,high,low,0,75,[],0,100,75,100,63.2,990
CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,ATR,resistant,scout1,110.0,0.0,0.61,3.41,100.0,,database,31.6,71.2,100.0,31.6,70,73.2,59.2,1039,0,medium,0,low,low,low,0,85,[],0,100,85,100,63.2,991
CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,ATR,resistant,scout1,110.0,0.0,0.61,3.41,100.0,,database,31.6,71.2,100.0,31.6,70,73.2,59.2,1041,0,medium,0,low,low,low,0,85,[],0,100,85,100,63.2,992
CHEMBL451570,Nc1nccc(-c2cc3c([nH]2)[C@H](CCF)CNC3=O)n1,CDK4,sensitive,scout1,96.0,0.0,0.785,3.72,100.0,,database,33.6,90.4,100.0,10.1,70,69.8,61.2,973,0,medium,0,low,low,low,0,85,[],0,100,85,100,63.2,993
CHEMBL303615,COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1Cn1c(O)c4nc5c(OC)c(OC)c(OC)cc5c-4c(c13)C2=O,MAP2K1,sensitive,scout1,36.0,0.0,0.419,4.75,98.4,,database,47.6,77.1,98.4,14.3,70,58.3,61.8,933,0,medium,0,low,high,low,0,75,[],0,100,75,100,63.1,994
,CNCCNS(=O)(=O)c1ccc(N2CCCC2=O)cc1.COc1cc[nH]c1,MDM2,sensitive,scout2,49.76,394.5,0.615,3.4,70.0,0.445,bioisostere,43.0,95.0,70.0,12.9,100,73.3,61.3,968,1,high,0,low,low,low,0,70,[],0,100,70,100,63.1,995
CHEMBL190252,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4c3CN(C(=O)Cc3ccccc3)C4)cc2)CC1,AURKA,resistant,scout1,140.0,0.0,0.632,2.41,100.0,,database,28.2,86.0,100.0,28.2,70,84.3,61.9,927,0,medium,0,low,low,low,0,85,['dopamine_D2'],1,85,85,85,63.1,996
CHEMBL271544,COC[C@H]1OC(=O)/C(=C/N2CCN(C3CCCCC3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,escape_route,scout1,43.0,0.0,0.36,4.92,87.2,,database,45.1,76.6,87.2,31.6,70,56.4,61.2,975,0,medium,1,medium,low,low,1,70,[],0,100,70,100,63.0,997
,CNCCNS(=O)(=O)c1ccc(N2CCCC2=O)cc1.COc1ccsc1,MDM2,sensitive,scout2,50.77,411.5,0.681,3.4,70.0,0.414,bioisostere,42.7,94.9,70.0,12.8,100,73.3,61.1,981,1,high,0,low,low,low,0,70,[],0,100,70,100,63.0,998
CHEMBL204217,CCc1ccc(C(=O)Nc2ncc(Nc3ncnc4cc(OCCCN5CCOCC5)c(OC)cc34)cn2)cc1,AURKA,resistant,scout1,85.0,0.0,0.267,2.63,75.3,,database,35.3,73.2,75.3,35.3,70,81.9,56.9,1080,0,medium,0,low,low,low,0,85,[],0,100,85,100,63.0,999
CHEMBL255592,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(C#Cc4cccnc4)ccc3ncc21,PIK3CA,escape_route,scout1,72.0,0.0,0.377,2.89,97.5,,database,37.7,74.2,97.5,26.4,70,79.0,60.8,1005,0,medium,0,low,high,low,0,75,[],0,100,75,100,63.0,1000
CHEMBL151601,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CC#CCOCc1ccc(O)c(C(N)=O)c1,AR,sensitive,scout1,49.0,0.0,0.345,3.17,86.9,,database,43.2,76.1,86.9,13.0,70,75.9,58.6,1047,0,medium,0,low,low,low,0,85,[],0,100,85,100,62.9,1001
CHEMBL203007,COc1cc2c(Nc3cnc(NC(=O)c4ccc(C)c(Br)c4)nc3)ncnc2cc1OCCCN1CCOCC1,AURKA,resistant,scout1,70.0,0.0,0.247,2.72,84.9,,database,38.1,74.4,84.9,38.1,70,80.9,60.3,1013,0,high,0,low,low,low,0,70,[],0,100,70,100,62.9,1002
CHEMBL373628,C[C@@H](NC(=O)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1)c1ccccc1,MAPK1,sensitive,scout1,100.0,0.0,0.437,2.82,93.7,,database,33.0,90.0,93.7,9.9,70,79.8,60.1,1021,0,medium,0,low,low,low,0,85,[],0,100,85,100,62.8,1003
CHEMBL374677,O=C(NC(CO)c1ccc(F)cc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,scout1,63.0,0.0,0.371,3.01,97.4,,database,39.6,75.0,97.4,11.9,70,77.7,59.3,1035,0,medium,0,low,low,low,0,85,[],0,100,85,100,62.8,1004
CHEMBL367715,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CN[C@H](Cc1ccccc1)C(N)=O)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,25.0,0.0,0.133,3.71,72.7,,database,52.9,97.5,72.7,15.9,70,69.9,64.1,794,1,medium,0,low,high,low,0,75,"['hERG_channel', 'dopamine_D2']",2,70,75,70,62.8,1005
CHEMBL3698656,c1cc2c3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n(C3CCOCC3)c2cn1,CDK6,sensitive,scout1,57.0,0.0,0.511,2.91,100.0,,database,41.1,94.3,100.0,12.3,70,78.8,65.2,766,0,high,0,low,high,low,0,60,[],0,100,60,100,62.7,1006
CHEMBL3698700,c1cc2c3cnc(Nc4ccc(NC5CCNCC5)cn4)nc3n(C3CCCC3)c2cn1,CDK6,sensitive,scout1,31.0,0.0,0.434,2.87,98.7,,database,49.8,77.5,98.7,14.9,70,79.2,63.8,802,0,high,0,low,high,low,0,60,[],0,100,60,100,62.6,1007
CHEMBL2426395,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(OC)cc2)cc1,CDK6,sensitive,scout1,29.0,0.0,0.409,2.09,98.2,,database,50.7,77.7,98.2,15.2,70,87.9,64.5,791,1,high,1,medium,low,low,1,55,[],0,100,55,100,62.6,1008
CHEMBL3702114,c1cc2c3cnc(Nc4ccc(CN5CCNCC5)cn4)nc3n(C3CCCC3)c2cn1,CDK6,sensitive,scout1,33.0,0.0,0.502,2.78,100.0,,database,48.9,77.4,100.0,14.7,70,80.2,63.7,805,0,high,0,low,high,low,0,60,[],0,100,60,100,62.5,1009
CHEMBL80694,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N(C)[C@@H](C)C(=O)N[C@H](C=O)CC(=O)O)C(C)C,CD274,immune,scout1,59.0,0.0,0.224,3.73,74.5,,database,40.6,94.1,74.5,12.2,70,69.7,59.4,1032,1,low,0,low,low,low,0,100,"['hERG_channel', 'dopamine_D2']",2,70,100,70,62.5,1010
CHEMBL383928,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccccc2F)s1,KRAS,escape_route,scout1,120.0,0.0,0.717,3.44,100.0,,database,30.4,88.0,100.0,21.3,70,72.9,61.5,962,0,medium,0,low,low,low,0,85,['dopamine_D2'],1,85,85,85,62.4,1011
CHEMBL3702222,CC[C@@H](C)n1c2cnccc2c2cnc(Nc3ccc(N4CC[C@@H](O)C4)cn3)nc21,CDK6,sensitive,scout1,50.0,0.0,0.525,3.57,100.0,,database,42.9,76.0,100.0,12.9,70,71.4,60.9,994,0,medium,0,low,high,low,0,75,[],0,100,75,100,62.4,1012
CHEMBL435744,OCc1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1Cl,BRAF,escape_route,scout1,132.0,0.0,0.54,2.26,100.0,,database,29.0,86.8,100.0,20.3,70,86.0,61.3,969,0,medium,0,low,high,low,0,75,[],0,100,75,100,62.4,1013
CHEMBL334603,NC(=O)c1cccc2[nH]c(-c3ccccc3C(F)(F)F)nc12,PARP1,resistant,scout1,190.0,0.0,0.762,2.2,100.0,,database,23.8,81.0,100.0,23.8,70,86.7,58.8,1046,0,medium,0,low,low,low,0,85,[],0,100,85,100,62.3,1014
CHEMBL205754,COc1cc(NC(=O)c2ccco2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,scout1,111.0,0.0,0.581,2.51,86.6,,database,31.5,71.1,86.6,31.5,70,83.2,56.9,1081,0,medium,0,low,low,low,0,85,[],0,100,85,100,62.3,1015
CHEMBL3702136,FC(F)(F)c1cccc(-n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)cc32)c1,CDK6,sensitive,scout1,26.0,0.0,0.364,2.83,87.3,,database,52.3,77.9,87.3,15.7,70,79.7,62.5,870,0,high,0,low,high,low,0,60,[],0,100,60,100,62.3,1016
CHEMBL2113248,CC(C)C[C@H]1c2cc3c(C(F)(F)F)cc(O)nc3cc2NC[C@@H]1C,AR,sensitive,scout1,56.0,0.0,0.796,3.94,100.0,,database,41.3,94.4,100.0,12.4,70,67.3,64.7,780,1,high,0,low,high,low,0,60,[],0,100,60,100,62.2,1017
CHEMBL512092,CC1(C)Cc2nc(N3CCOc4ccc(-c5cn[nH]c5)cc43)sc2C(=O)N1,PIK3CB,escape_route,scout1,156.0,0.0,0.713,3.11,100.0,,database,26.6,84.4,100.0,18.6,70,76.6,59.2,1042,0,medium,0,low,low,low,0,85,[],0,100,85,100,62.2,1018
,CNCCN(c1ccncc1)S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,sensitive,scout2,69.75,374.5,0.796,3.2,70.0,0.471,bioisostere,38.2,93.0,70.0,11.4,100,75.6,59.2,1038,0,medium,0,low,high,low,0,75,[],0,100,75,100,62.2,1019
CHEMBL4542127,COc1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCN(S(=O)(=O)c2cccc(NC(=O)/C=C/CN(C)C)c2)CC1.O=C(O)C(F)(F)F,ATR,resistant,scout1,50.0,0.0,0.18,3.33,58.6,,database,42.9,76.0,58.6,42.9,70,74.1,57.2,1071,1,medium,1,medium,low,low,1,70,[],0,100,70,100,62.1,1020
CHEMBL2426391,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(F)cc2)cc1,CDK6,sensitive,scout1,33.0,0.0,0.431,2.08,98.6,,database,48.9,77.4,98.6,14.7,70,88.0,63.8,803,1,high,1,medium,low,low,1,55,[],0,100,55,100,62.0,1021
CHEMBL4854762,Cc1c(Cc2ccccc2)c(-c2cc(Cl)nc(N)n2)nn1C,EZH2,resistant,scout1,195.0,0.0,0.755,2.47,100.0,,database,23.4,80.5,100.0,23.4,70,83.7,58.4,1050,0,medium,0,low,low,low,0,85,[],0,100,85,100,61.9,1022
CHEMBL452602,C[C@@H]1CNC[C@H](C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)C1,CDK4,sensitive,scout1,120.0,0.0,0.749,3.75,100.0,,database,30.4,88.0,100.0,9.1,70,69.4,59.5,1030,0,medium,0,low,low,low,0,85,[],0,100,85,100,61.9,1023
,CN1C(=S)C[C@H](c2ccccc2F)[C@@H]1[C@H](O)c1ccc(-c2cccnc2)s1,KRAS,escape_route,scout2,57.78,398.5,0.641,3.4,70.0,0.509,bioisostere,40.9,94.2,70.0,28.6,100,73.3,62.8,834,0,medium,1,medium,high,low,1,60,['dopamine_D2'],1,85,60,85,61.8,1024
CHEMBL171846,CCC(C(=O)NC(CC(=O)O)C(=O)CN1CCN(C)CC1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,62.5,0.0,0.323,3.4,76.5,,database,39.7,93.8,76.5,11.9,70,73.3,59.6,1028,0,medium,0,low,high,low,0,75,[],0,100,75,100,61.8,1025
CHEMBL285957,CN(C)CCN1C(=O)c2cccc3c2c(cc2occc23)C1=O,MAP2K1,sensitive,scout1,140.0,0.0,0.698,2.39,100.0,,database,28.2,86.0,100.0,8.5,70,84.6,58.9,1044,1,medium,0,low,low,low,0,85,[],0,100,85,100,61.7,1026
CHEMBL281028,CC1(C)CCNc2cc3nc(O)cc(C(F)(F)F)c3cc21,AR,sensitive,scout1,68.0,0.0,0.771,3.06,100.0,,database,38.5,93.2,100.0,11.6,70,77.1,63.9,800,1,high,0,low,high,low,0,60,[],0,100,60,100,61.7,1027
CHEMBL271184,COC[C@H]1OC(=O)/C(=C/N2CCN(c3ccccc3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,escape_route,scout1,56.0,0.0,0.389,4.78,87.8,,database,41.3,75.5,87.8,28.9,70,58.0,59.6,1026,0,medium,1,medium,low,low,1,70,[],0,100,70,100,61.7,1028
CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,CDK6,sensitive,scout1,80.0,0.0,0.61,3.41,100.0,,database,36.2,73.6,100.0,10.9,70,73.2,58.0,1059,0,medium,0,low,low,low,0,85,[],0,100,85,100,61.6,1029
CHEMBL260876,NC(N)=S,ATM,resistant,scout1,200.0,0.0,0.371,2.58,100.0,,database,23.1,80.0,100.0,23.1,70,82.4,58.0,1058,0,low,1,medium,low,low,1,85,[],0,100,85,100,61.6,1030
CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,CDK6,sensitive,scout1,80.0,0.0,0.61,3.41,100.0,,database,36.2,73.6,100.0,10.9,70,73.2,58.0,1061,0,medium,0,low,low,low,0,85,[],0,100,85,100,61.6,1031
CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,CDK6,sensitive,scout1,80.0,0.0,0.61,3.41,100.0,,database,36.2,73.6,100.0,10.9,70,73.2,58.0,1060,0,medium,0,low,low,low,0,85,[],0,100,85,100,61.6,1032
CHEMBL315175,O=C(O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2ccccc2)nn1C1CCCCC1,CHEK2,resistant,scout1,131.0,0.0,0.551,2.61,91.0,,database,29.1,69.5,91.0,29.1,70,82.1,56.3,1088,0,medium,0,low,low,low,0,85,[],0,100,85,100,61.5,1033
CHEMBL542770,COC(=O)c1c(C)[nH]c2c1C1CCN(C(=O)/C=C/c3ccc(OC)cc3)C1=CC2C(=O)ON1CCN(C)CC1.Cl,MAP2K1,sensitive,scout1,37.0,0.0,0.417,4.25,88.3,,database,47.2,77.0,88.3,14.2,70,63.9,59.9,1025,0,medium,1,medium,low,low,1,70,[],0,100,70,100,61.5,1034
CHEMBL206183,N[C@H](COc1cncc(/C=C/c2ccncc2)c1)Cc1csc2ccccc12,AKT1,escape_route,scout1,142.0,0.0,0.494,3.05,100.0,,database,28.0,85.8,100.0,19.6,70,77.2,60.1,1022,0,medium,0,low,high,low,0,75,[],0,100,75,100,61.4,1035
CHEMBL324470,CCCCC(C(=O)N[C@@H](CC(=O)O)C(=O)COc1ccccc1)n1cncc(NC(=O)c2cccc3ccccc23)c1=O,CD274,immune,scout1,46.0,0.0,0.201,3.41,69.0,,database,44.1,76.3,69.0,13.2,70,73.2,55.3,1103,0,medium,0,low,low,low,0,85,[],0,100,85,100,61.3,1036
CHEMBL213667,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccc(F)cc2)s1,KRAS,escape_route,scout1,140.0,0.0,0.717,3.39,100.0,,database,28.2,86.0,100.0,19.7,70,73.4,60.1,1023,0,medium,0,low,low,low,0,85,['dopamine_D2'],1,85,85,85,61.3,1037
CHEMBL806,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,AR,sensitive,scout1,154.0,0.0,0.68,2.07,100.0,,database,26.8,84.6,100.0,8.0,70,88.1,58.3,1052,0,medium,0,low,low,low,0,85,[],0,100,85,100,61.2,1038
CHEMBL282866,CCC1(CC)CCNc2cc3nc(O)cc(C(F)(F)F)c3cc21,AR,sensitive,scout1,73.0,0.0,0.831,3.26,100.0,,database,37.5,92.7,100.0,11.3,70,74.9,63.4,812,1,high,0,low,high,low,0,60,[],0,100,60,100,61.2,1039
CHEMBL366506,CCCCCC(=O)NCC(=O)C(CC(=O)O)NC(=O)C(CC)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,34.3,0.0,0.201,3.4,69.0,,database,48.3,77.3,69.0,14.5,70,73.3,57.0,1079,0,medium,0,low,high,low,0,75,[],0,100,75,100,61.2,1040
CHEMBL270039,COC[C@H]1OC(=O)/C(=C/N2CCCCC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,escape_route,scout1,104.0,0.0,0.43,4.87,93.6,,database,32.4,89.6,93.6,22.7,70,57.0,60.6,1010,0,medium,1,medium,low,low,1,70,[],0,100,70,100,61.2,1041
CHEMBL105765,O=C(CCCCCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2ncccn2)CC1,PARP1,resistant,scout1,250.0,0.0,0.464,2.87,94.3,,database,19.9,75.0,94.3,19.9,70,79.2,54.0,1136,0,low,0,low,low,low,0,100,[],0,100,100,100,61.1,1042
CHEMBL192575,CC(C)(C)c1ccc(C(=O)Nc2n[nH]c3c2CN(C(=O)Cc2ccccc2)C3)cc1,AURKA,resistant,scout1,130.0,0.0,0.691,2.34,100.0,,database,29.2,69.6,100.0,29.2,70,85.1,58.3,1053,0,medium,0,low,low,low,0,85,['dopamine_D2'],1,85,85,85,61.1,1043
CHEMBL4243377,CCCN(c1ccccc1)S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,sensitive,scout1,158.0,0.0,0.795,2.06,100.0,,database,26.4,84.2,100.0,7.9,70,88.2,58.1,1055,0,medium,0,low,low,low,0,85,[],0,100,85,100,61.1,1044
CHEMBL211173,O=C1NC(=O)/C(=C/c2ccc(-c3ccc(O)cc3O)o2)S1,PIK3CA,escape_route,scout1,190.0,0.0,0.738,2.6,100.0,,database,23.8,81.0,100.0,16.7,70,82.2,57.5,1068,0,low,1,medium,low,low,1,85,[],0,100,85,100,61.0,1045
CHEMBL428496,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,PIK3CA,escape_route,scout1,120.0,0.0,0.676,4.66,100.0,,database,30.4,88.0,100.0,21.3,70,59.3,60.8,1002,0,medium,1,medium,low,low,1,70,[],0,100,70,100,61.0,1046
CHEMBL428496,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,PIK3CA,escape_route,scout1,120.0,0.0,0.676,4.66,100.0,,database,30.4,88.0,100.0,21.3,70,59.3,60.8,1001,0,medium,1,medium,low,low,1,70,[],0,100,70,100,61.0,1047
