gene,patient
TTC39A,0.5
AMH,0.5
SIRT7,0.5
SIRT5,0.5
CYTH3,0.5
PLIN1,0.5
TTC5,0.5
PLK2,0.5
SINHCAF,0.5
SIRT1,0.5
SIRPG,0.5
CYTH4,0.5
SIRPA,0.5
CYTL1,0.5
AMDHD1,0.5
AMBP,0.5
PLPP6,0.5
TTC8,0.5
PLPPR4,0.5
PLPPR5,0.5
PLRG1,0.5
URI1,0.5
EID1,0.5
POC1B-GALNT4,0.5
EFHC1,0.5
POU3F4,0.5
POP4,0.5
ALDH7A1,0.5
SHOC2,0.5
POPDC3,0.5
EFTUD2,0.5
PORCN,0.5
EFS,0.5
EFR3B,0.5
DARS2,0.5
EFNB1,0.5
SHISA9,0.5
POU2AF2,0.5
DAXX,0.5
POU4F1,0.5
POMT2,0.5
ZNF747,0.5
ALDH3B1,0.5
TTR,0.5
EFNA2,0.5
PP2D1,0.5
SHE,0.5
EFNA1,0.5
PPARA,0.5
EFL1,0.5
PPAT,0.5
PPCDC,0.5
PPEF1,0.5
DAZAP1,0.5
SHOX2,0.5
SHPK,0.5
SIGLEC11,0.5
ZNF724,0.5
EHMT2,0.5
ALKBH5,0.5
ZNF713,0.5
POFUT1,0.5
POFUT2,0.5
POGK,0.5
SIAH3,0.5
SIAH1,0.5
POLE,0.5
POLE2,0.5
POLK,0.5
UQCRC1,0.5
EHD1,0.5
ZNF727,0.5
DAPP1,0.5
UQCC6,0.5
POLR1G,0.5
ALG14,0.5
POLR2C,0.5
POLR2D,0.5
ZNF730,0.5
POLR3D,0.5
ZNF732,0.5
ALDOC,0.5
DAPK1,0.5
ALDOB,0.5
POMC,0.5
POMK,0.5
CRCT1,0.5
SNX4,0.5
MYL2,0.5
ZBTB14,0.5
CMTM7,0.5
TMPO,0.5
KLHL5,0.5
ZBTB12,0.5
KLK11,0.5
TAS2R19,0.5
KLK13,0.5
KLK14,0.5
TAS2R16,0.5
KLK2,0.5
KLK5,0.5
TAS2R1,0.5
CCNE1,0.5
GLRA1,0.5
CCNA2,0.5
CNBD1,0.5
KMT5C,0.5
CNBD2,0.5
CCN1,0.5
GLG1,0.5
KPLCE,0.5
KPNA1,0.5
TARBP1,0.5
KPNB1,0.5
CCM2,0.5
CCL5,0.5
CCNL1,0.5
TAS2R30,0.5
TAP2,0.5
KLF4,0.5
GMPPA,0.5
GMNC,0.5
TMEM87B,0.5
CMTM2,0.5
GMEB2,0.5
GMEB1,0.5
TMEM8B,0.5
TATDN2,0.5
KLF12,0.5
KLF14,0.5
CMTM5,0.5
CCR5,0.5
KLF7,0.5
KLHL34,0.5
CCR4,0.5
TMEM98,0.5
TAS2R60,0.5
KLHDC8B,0.5
TAS2R50,0.5
TAS2R46,0.5
KLHL22,0.5
TAS2R41,0.5
ZBP1,0.5
TAS2R39,0.5
GLRA2,0.5
KLHL32,0.5
ZBTB22,0.5
KREMEN2,0.5
CCRL2,0.5
KRTAP13-3,0.5
GIT2,0.5
ZBTB4,0.5
TAF7L,0.5
TAF7,0.5
CNIH2,0.5
TMTC3,0.5
TAF5L,0.5
KRTAP10-5,0.5
KRTAP10-9,0.5
GIPC1,0.5
CCDC85A,0.5
KRTAP13-1,0.5
KRTAP16-1,0.5
KRT80,0.5
CCDC83,0.5
TAF1D,0.5
GINS4,0.5
TAF15,0.5
TAF12,0.5
KRTAP23-1,0.5
KRTAP27-1,0.5
GIN1,0.5
GIMAP8,0.5
TADA1,0.5
KRTAP4-3,0.5
TACR3,0.5
TAGAP,0.5
GJA1,0.5
TAP1,0.5
KRT31,0.5
KRIT1,0.5
TAOK3,0.5
GLCE,0.5
ZBTB24,0.5
GLB1L3,0.5
KRT13,0.5
KRT14,0.5
KRT16,0.5
TANK,0.5
KRT24,0.5
CCKAR,0.5
KRT28,0.5
KRT32,0.5
GJA3,0.5
TANC2,0.5
GK5,0.5
GJD2,0.5
CNGA2,0.5
GJB6,0.5
ZBTB38,0.5
CCDC97,0.5
GJB4,0.5
KRT73,0.5
GJA9,0.5
TAL1,0.5
KRT78,0.5
ZBED1,0.5
TBC1D10B,0.5
KRTAP5-3,0.5
CD5,0.5
KCNK4,0.5
KCNK5,0.5
KCNK6,0.5
CD7,0.5
CD6,0.5
GOT2,0.5
CD5L,0.5
GOT1,0.5
KCNQ2,0.5
KCNS1,0.5
KCNS2,0.5
KCNS3,0.5
CD48,0.5
YAP1,0.5
GOSR1,0.5
KCTD1,0.5
KCTD11,0.5
KCTD14,0.5
KCTD15,0.5
CD4,0.5
VSTM4,0.5
VSTM2B,0.5
KCTD7,0.5
KDF1,0.5
CLXN,0.5
CD36,0.5
KCNK3,0.5
KCNK17,0.5
KDM3A,0.5
CDC16,0.5
KCNA2,0.5
KCNA7,0.5
KCNAB1,0.5
TBX20,0.5
KCNAB3,0.5
CLSTN1,0.5
GPBP1,0.5
KCND1,0.5
CDC25A,0.5
GPBAR1,0.5
TBX15,0.5
GPATCH4,0.5
KCNG4,0.5
YAE1,0.5
CDC14A,0.5
VSX1,0.5
TMEM270,0.5
TBL3,0.5
KCNJ10,0.5
CD83,0.5
KCNJ14,0.5
KCNJ15,0.5
KCNJ4,0.5
TMEM39A,0.5
GP9,0.5
GP6,0.5
YJU2,0.5
TMEM45A,0.5
CCSAP,0.5
KIF2C,0.5
CD1A,0.5
KIF15,0.5
GNAT3,0.5
KIF19,0.5
CD160,0.5
CD109,0.5
KIF22,0.5
CCZ1B,0.5
CCT8,0.5
KIF27,0.5
KIF2A,0.5
CCT6B,0.5
TBC1D17,0.5
TBC1D22A,0.5
KIF4A,0.5
TMEM79,0.5
CCT5,0.5
GNA15,0.5
GNA13,0.5
CCT4,0.5
GNA11,0.5
KIFBP,0.5
ZAR1,0.5
VSIG4,0.5
GMPR,0.5
CCSER1,0.5
GNB3,0.5
GNB5,0.5
YKT6,0.5
KHDC4,0.5
TMEM45B,0.5
CD300LD,0.5
TMEM54,0.5
GOLGA5,0.5
CD300C,0.5
CD300A,0.5
CMA1,0.5
KDSR,0.5
CD28,0.5
TMEM59L,0.5
KHDC1L,0.5
KHDC3L,0.5
YTHDF1,0.5
VSNL1,0.5
KHDRBS3,0.5
GNRH2,0.5
KHNYN,0.5
TBC1D28,0.5
TMEM61,0.5
GNPAT,0.5
KIAA0753,0.5
TBC1D26,0.5
YWHAG,0.5
TMEM63A,0.5
TBC1D24,0.5
CD200R1L,0.5
KRTAP4-7,0.5
GIMAP4,0.5
ZDHHC6,0.5
GC,0.5
CBS,0.5
LMBR1L,0.5
LMBRD1,0.5
TNIP1,0.5
GCFC2,0.5
CBLN4,0.5
SUGCT,0.5
LMNTD2,0.5
SUFU,0.5
LMOD1,0.5
ZCCHC4,0.5
GCA,0.5
CNTD1,0.5
LMAN1L,0.5
LNX2,0.5
CATSPERZ,0.5
LONRF3,0.5
SUCLG1,0.5
GBP2,0.5
ZCWPW1,0.5
CATSPER4,0.5
ZCWPW2,0.5
LPAR1,0.5
LPAR2,0.5
LPCAT3,0.5
CASS4,0.5
LMAN2,0.5
LMAN1,0.5
TNKS,0.5
LINC02694,0.5
SUSD5,0.5
LIMK1,0.5
SUSD4,0.5
LIN28B,0.5
LIN37,0.5
LIN7B,0.5
SURF4,0.5
CBY1,0.5
SUPV3L1,0.5
TNFSF10,0.5
GCNT4,0.5
LINC01588,0.5
GCNT2,0.5
LLGL2,0.5
SUN5,0.5
SUN3,0.5
LINC02909,0.5
GCM2,0.5
GCM1,0.5
TNFSF14,0.5
CBX6,0.5
LINGO4,0.5
LINS1,0.5
CBX4,0.5
ZCCHC24,0.5
LLGL1,0.5
CASQ2,0.5
CASQ1,0.5
LIMA1,0.5
VPS28,0.5
GAS2,0.5
CARD9,0.5
GAS1,0.5
LRRC36,0.5
LRRC37A2,0.5
TNNC2,0.5
LRRC45,0.5
TNNI3,0.5
STX11,0.5
CARD6,0.5
TNNI3K,0.5
LRRC53,0.5
LRRC59,0.5
STX19,0.5
TNNT2,0.5
LRRC69,0.5
CARD16,0.5
LRRC73,0.5
STRN,0.5
COCH,0.5
LRRC8C,0.5
COG2,0.5
LRRC8E,0.5
CAPZA3,0.5
COG3,0.5
TNPO1,0.5
LRRC30,0.5
LRRC27,0.5
LPP,0.5
CARS2,0.5
CASP6,0.5
GATC,0.5
GATB,0.5
GATAD2B,0.5
CNTNAP3,0.5
LRGUK,0.5
LRIF1,0.5
GATA6,0.5
GATA5,0.5
LRIG3,0.5
LRIT2,0.5
GAST,0.5
CARS1,0.5
LRRC23,0.5
STXBP1,0.5
GAS7,0.5
LRP5L,0.5
ZDHHC20,0.5
LRP8,0.5
STX7,0.5
LRRC1,0.5
LRRC14,0.5
CARF,0.5
STX5,0.5
GAS2L3,0.5
STX1A,0.5
SUV39H2,0.5
GDAP1,0.5
KRTAP9-3,0.5
CCDC22,0.5
SYT5,0.5
VPS9D1,0.5
TNFAIP1,0.5
CCDC33,0.5
CNOT10,0.5
LARP4B,0.5
ZC2HC1A,0.5
LARP7,0.5
CNOT4,0.5
LARS2,0.5
CCDC28A,0.5
SYT17,0.5
CNOT6,0.5
SYT9,0.5
GGA2,0.5
ZC3H11A,0.5
GGA1,0.5
SYT12,0.5
LCE1B,0.5
SYT11,0.5
LCE1E,0.5
SYT1,0.5
LCE2D,0.5
SYPL2,0.5
LCE3D,0.5
GFRA2,0.5
LAPTM4A,0.5
SYTL1,0.5
GFPT2,0.5
SZRD1,0.5
CCDC71,0.5
GIMAP2,0.5
KTI12,0.5
KTN1,0.5
VRTN,0.5
KYAT3,0.5
L1CAM,0.5
L3HYPDH,0.5
L3MBTL2,0.5
CCDC69,0.5
LACRT,0.5
ZBTB47,0.5
LAIR1,0.5
LAMTOR2,0.5
SYVN1,0.5
CCDC62,0.5
ZBTB5,0.5
GHR,0.5
TMX4,0.5
CNNM1,0.5
CCDC54,0.5
GH2,0.5
ZBTB7B,0.5
GGT7,0.5
LAMP3,0.5
ZBTB8OS,0.5
SYNPR,0.5
LCN12,0.5
CC2D2B,0.5
LHX6,0.5
SYCE1L,0.5
SYCE1,0.5
SYBU,0.5
GDNF,0.5
LGSN,0.5
GDI1,0.5
LHFPL1,0.5
SYAP1,0.5
GDF6,0.5
LHX2,0.5
LHX3,0.5
ZC3H7B,0.5
LHX8,0.5
CCDC134,0.5
TNFRSF19,0.5
CCDC116,0.5
TNFRSF1A,0.5
TNFRSF21,0.5
CCDC110,0.5
ZC3HC1,0.5
ZCCHC12,0.5
ZCCHC14,0.5
CNPY3,0.5
TNFRSF6B,0.5
CCAR2,0.5
LILRB2,0.5
LGI4,0.5
SYDE1,0.5
GFPT1,0.5
SYNDIG1,0.5
GFOD2,0.5
CCDC17,0.5
GFOD1,0.5
SYNGR4,0.5
TNFRSF10D,0.5
TNFRSF11A,0.5
LDHAL6A,0.5
LDHAL6B,0.5
CCDC157,0.5
LDLRAD2,0.5
CCDC150,0.5
CCDC15,0.5
LEF1,0.5
LGALS2,0.5
LEFTY1,0.5
SYNCRIP,0.5
GFAP,0.5
CCDC146,0.5
GET3,0.5
SYN3,0.5
TNFRSF13B,0.5
LETM1,0.5
LETM2,0.5
SYF2,0.5
LEUTX,0.5
LFNG,0.5
TBX22,0.5
CDC37L1,0.5
KBTBD8,0.5
HPX,0.5
GTF2E1,0.5
WDR91,0.5
GTF2B,0.5
HP,0.5
HP1BP3,0.5
THOC1,0.5
GTF2A1,0.5
HPN,0.5
HPS1,0.5
GSTP1,0.5
THEMIS2,0.5
HPSE2,0.5
WEE1,0.5
THRA,0.5
HRCT1,0.5
HRG,0.5
HRH1,0.5
HRH3,0.5
CHAF1A,0.5
HS2ST1,0.5
HS3ST1,0.5
CHAD,0.5
GSTA2,0.5
HS6ST3,0.5
HSD11B2,0.5
HSD17B14,0.5
HOXD1,0.5
TMEM161A,0.5
HSD17B4,0.5
HOXA1,0.5
TIGAR,0.5
GTPBP3,0.5
TIFA,0.5
GTPBP10,0.5
HOMER2,0.5
CLBA1,0.5
CHKB,0.5
HOOK1,0.5
CHKA,0.5
TMEM156,0.5
TIAL1,0.5
TIA1,0.5
WDR88,0.5
HOXC10,0.5
TMEM158,0.5
HOXA3,0.5
WDR12,0.5
THUMPD3,0.5
CLCA1,0.5
GTF3A,0.5
HOXB1,0.5
CHFR,0.5
GTF2IRD1,0.5
GTF2H4,0.5
HOXB7,0.5
HOXB8,0.5
HSD17B3,0.5
GSR,0.5
TIGD2,0.5
TMEM184C,0.5
HTT,0.5
CFAP92,0.5
CFAP91,0.5
HYAL3,0.5
HYAL4,0.5
CFAP77,0.5
HYKK,0.5
HYLS1,0.5
HYOU1,0.5
TMEM184B,0.5
IARS2,0.5
IBA57,0.5
ICA1,0.5
HTRA3,0.5
ICAM1,0.5
WDCP,0.5
CLDN16,0.5
CFAP61,0.5
CLDN17,0.5
ID4,0.5
WFIKKN2,0.5
CLDN19,0.5
IDNK,0.5
TFRC,0.5
IDS,0.5
CLDN20,0.5
CFAP97,0.5
HTRA2,0.5
HSD3B7,0.5
HSPBAP1,0.5
GSKIP,0.5
TH,0.5
TMEM176A,0.5
CFP,0.5
HSPA13,0.5
CLCN3,0.5
HSPA1L,0.5
GSDME,0.5
HSPA4,0.5
TGM6,0.5
TGM5,0.5
HSPB6,0.5
CFHR2,0.5
HTRA1,0.5
TMEM178A,0.5
TGM1,0.5
TMEM181,0.5
HTR1D,0.5
HTR2A,0.5
TGFBRAP1,0.5
HTR3C,0.5
HTR3D,0.5
CFHR1,0.5
GRTP1,0.5
CFDP1,0.5
HTR7,0.5
GTPBP4,0.5
GTPBP8,0.5
KBTBD7,0.5
CIAO3,0.5
HDAC10,0.5
CIROZ,0.5
CILP,0.5
CIDEC,0.5
H3C11,0.5
CIDEA,0.5
TMEM11,0.5
HDGF,0.5
TMEM119,0.5
WDR41,0.5
CIB3,0.5
WDR43,0.5
WDR44,0.5
HCRTR2,0.5
HEATR9,0.5
TLR8,0.5
CHUK,0.5
H2BC18,0.5
CHSY1,0.5
H2BC12,0.5
CISH,0.5
CHST6,0.5
HEMGN,0.5
HEPACAM2,0.5
TMEM130,0.5
CITED1,0.5
TM6SF1,0.5
TM7SF2,0.5
TLR10,0.5
CIMIP2A,0.5
HACE1,0.5
HACL2,0.5
H6PD,0.5
TMED5,0.5
CIP2A,0.5
HAPLN3,0.5
H4C5,0.5
H4C4,0.5
TMEFF2,0.5
HAS2,0.5
HAS3,0.5
WDR36,0.5
H4C16,0.5
CIMAP1A,0.5
CIMIP1,0.5
TMEM101,0.5
CIMAP2,0.5
HAUS8,0.5
H4C13,0.5
TMEM102,0.5
TM9SF3,0.5
H3C7,0.5
HCAR3,0.5
HCFC2,0.5
HCLS1,0.5
HCN3,0.5
HERC6,0.5
HEXB,0.5
GUCA1A,0.5
CHMP1B,0.5
WDR74,0.5
TLDC2,0.5
HLA-DPB1,0.5
HLA-DRA,0.5
HLCS,0.5
WDR77,0.5
CLASP2,0.5
HMG20A,0.5
TJAP1,0.5
HMGB2,0.5
TIPARP,0.5
TINAG,0.5
HMGXB3,0.5
HLA-C,0.5
HMGXB4,0.5
HMMR,0.5
HMX3,0.5
HNF1A,0.5
HNF1B,0.5
HNF4A,0.5
TMEM147,0.5
HNRNPA1,0.5
TIGIT,0.5
TIGD6,0.5
HNRNPDL,0.5
TIGD5,0.5
HLA-DOA,0.5
TMEM139,0.5
H2AC20,0.5
HIF1A,0.5
HEXIM1,0.5
CHRND,0.5
HEY2,0.5
CHRNB2,0.5
H1-6,0.5
CHRNA9,0.5
HGSNAT,0.5
H1-3,0.5
CHRNA6,0.5
GZMK,0.5
CHRNA5,0.5
GYS2,0.5
GYPC,0.5
WDR70,0.5
HINFP,0.5
HINT2,0.5
CHRNA3,0.5
HIP1R,0.5
CHRNA10,0.5
TMEM135,0.5
GUSB,0.5
GULP1,0.5
WDR64,0.5
TLE3,0.5
GUF1,0.5
CHRDL1,0.5
WBP2NL,0.5
IER5L,0.5
TFPI,0.5
ITGA1,0.5
IRF9,0.5
GPR52,0.5
GPR4,0.5
WSCD2,0.5
ISG15,0.5
TCP10L2,0.5
CEACAM1,0.5
ISM2,0.5
TCP10L,0.5
TCP1,0.5
CDYL2,0.5
TCN1,0.5
CDX4,0.5
IRF6,0.5
ITGA2,0.5
CDX2,0.5
WWOX,0.5
GPR35,0.5
ITGA5,0.5
ITGA8,0.5
GPR3,0.5
GPR25,0.5
CLMP,0.5
XBP1,0.5
TCIRG1,0.5
CLN3,0.5
IRF7,0.5
IRF5,0.5
CDKL5,0.5
GPR78,0.5
INTS6L,0.5
INTS9,0.5
CENPB,0.5
INVS,0.5
TEC,0.5
TEAD3,0.5
IPCEF1,0.5
WNT9A,0.5
CEMP1,0.5
IPO7,0.5
CELF5,0.5
IPP,0.5
TMEM232,0.5
IRF3,0.5
GPR68,0.5
IQCH,0.5
GPR63,0.5
IQGAP1,0.5
IQGAP3,0.5
CEBPG,0.5
IQUB,0.5
CEBPE,0.5
IRAG2,0.5
IRAK3,0.5
TDG,0.5
TCTN3,0.5
GPR176,0.5
TMEM239,0.5
CFAP418,0.5
CDCA2,0.5
GPR108,0.5
CDH19,0.5
JUN,0.5
GPN3,0.5
GPM6A,0.5
KANK3,0.5
TMEM252,0.5
GPHN,0.5
XPO5,0.5
KANSL3,0.5
KARS1,0.5
CDCA4,0.5
XPO6,0.5
GPR12,0.5
TBXAS1,0.5
KATNA1,0.5
KATNAL1,0.5
KATNAL2,0.5
CDC5L,0.5
TBX4,0.5
GPD1,0.5
XRCC1,0.5
KBTBD12,0.5
KBTBD13,0.5
XRCC2,0.5
XRCC3,0.5
GPR119,0.5
VTI1A,0.5
ITGB7,0.5
TMEM244,0.5
CDKAL1,0.5
CDK7,0.5
ITIH6,0.5
CDK6,0.5
CDK5,0.5
ITM2C,0.5
TCFL5,0.5
CDK20,0.5
CDK2,0.5
GPR156,0.5
GPR153,0.5
TMEM243,0.5
ITSN2,0.5
GPR135,0.5
GPR149,0.5
CDK1,0.5
CDHR5,0.5
CLPX,0.5
CDHR1,0.5
JAK2,0.5
TCF15,0.5
JAKMIP2,0.5
JAKMIP3,0.5
TCF12,0.5
JAM3,0.5
GPR137B,0.5
INTS6,0.5
WNT7A,0.5
INTS2,0.5
CERS2,0.5
CFAP119,0.5
IGFBP5,0.5
IGFBP6,0.5
IGFL1,0.5
WBP1L,0.5
IGHMBP2,0.5
IGLON5,0.5
IGSF1,0.5
IGSF11,0.5
CLEC19A,0.5
WBP1,0.5
CLEC4E,0.5
IKZF2,0.5
WIPF2,0.5
IKZF3,0.5
CLEC5A,0.5
IL11RA,0.5
IL12A,0.5
IL12B,0.5
CEP85L,0.5
IL13RA1,0.5
WNT11,0.5
CEP76,0.5
TMEM196,0.5
TERT,0.5
IL19,0.5
GRIN3B,0.5
IGFBP1,0.5
CLINT1,0.5
IFNLR1,0.5
TFG,0.5
IFI30,0.5
TMEM187,0.5
TFCP2L1,0.5
IFNA14,0.5
CFAP36,0.5
TFAP2B,0.5
TFAP2A,0.5
TFAM,0.5
TEX9,0.5
IFNGR1,0.5
IFNL1,0.5
IFT122,0.5
CFAP184,0.5
CFAP221,0.5
IFT46,0.5
IFT70A,0.5
IFT70B,0.5
IFT80,0.5
IFT81,0.5
TEX35,0.5
TEX26,0.5
IGF1,0.5
CFAP20DC,0.5
IGF2BP3,0.5
CLDN6,0.5
TEP1,0.5
IL1B,0.5
IL1RAPL1,0.5
GPT,0.5
ING3,0.5
ING5,0.5
TEDC1,0.5
TMEM209,0.5
TMEM213,0.5
INKA1,0.5
INKA2,0.5
INO80B,0.5
INO80D,0.5
INPP1,0.5
GPT2,0.5
INPP4B,0.5
CEP128,0.5
TMEM200A,0.5
CEP112,0.5
INSL6,0.5
INSM1,0.5
INSR,0.5
TMEM222,0.5
GPRIN2,0.5
INSYN2B,0.5
CENPP,0.5
INTS10,0.5
INTS11,0.5
INTS13,0.5
INTS14,0.5
ING1,0.5
GRAMD1A,0.5
INCENP,0.5
TMEM208,0.5
TENT4B,0.5
WASF3,0.5
TENT2,0.5
CEP63,0.5
IL22RA1,0.5
CEP57,0.5
WNT3A,0.5
IL27RA,0.5
CEP44,0.5
CEP295NL,0.5
IL31RA,0.5
IL3RA,0.5
IL4,0.5
IL4I1,0.5
TEKTL1,0.5
GRB7,0.5
IL6R,0.5
TMEM203,0.5
IL7R,0.5
ILDR1,0.5
TEKT4,0.5
GRB10,0.5
TEKT2,0.5
IMPDH2,0.5
CEP170,0.5
CAPS2,0.5
CALN1,0.5
COPB2,0.5
C2CD2,0.5
ZNF185,0.5
MPHOSPH10,0.5
C10ORF120,0.5
ZNF12,0.5
MPIG6B,0.5
MAPKAPK2,0.5
MFSD1,0.5
STAM,0.5
CACFD1,0.5
MFRP,0.5
MPL,0.5
CABYR,0.5
MAPRE3,0.5
CPT1C,0.5
MSR1,0.5
SPINK14,0.5
MFSD12,0.5
MPC1,0.5
STAMBP,0.5
BUB1B,0.5
STARD10,0.5
ZMAT3,0.5
SPTY2D1,0.5
STAR,0.5
SPIDR,0.5
FZD5,0.5
FOXN4,0.5
TPPP,0.5
STAP2,0.5
FZD4,0.5
SPTLC3,0.5
MTA2,0.5
STAP1,0.5
ZNF189,0.5
MAPT,0.5
MFN1,0.5
MARCHF1,0.5
MPLKIP,0.5
MARK2,0.5
MARK4,0.5
MFAP3,0.5
COMP,0.5
STAC,0.5
ZNF132,0.5
MSH5-SAPCD1,0.5
METTL8,0.5
SRSF9,0.5
MAS1,0.5
MSH4,0.5
ZFPM1,0.5
TPBG,0.5
C11ORF24,0.5
TOP2B,0.5
COMMD7,0.5
CPSF6,0.5
FOXO4,0.5
SPTLC1,0.5
C10ORF88,0.5
FOXO3,0.5
COMMD10,0.5
MARCHF4,0.5
STAG2,0.5
COMMD5,0.5
MARCHF7,0.5
ZFP92,0.5
TOP1MT,0.5
STAC3,0.5
MFGE8,0.5
TPPP2,0.5
SRSF12,0.5
ZNF17,0.5
MAPK15,0.5
FOXN1,0.5
COPB1,0.5
CALCRL,0.5
SPG7,0.5
MTIF3,0.5
MAP1LC3C,0.5
MTHFSD,0.5
BTN3A3,0.5
GABPB2,0.5
FKBP9,0.5
COLEC10,0.5
MAP2K6,0.5
MAP2K7,0.5
TOLLIP,0.5
MTHFD1L,0.5
MAP3K11,0.5
TOM1L1,0.5
CADM3,0.5
TRABD,0.5
MTMR3,0.5
FZD7,0.5
MORN5,0.5
MTNAP1,0.5
MAN1A2,0.5
MTMR9,0.5
BTN1A1,0.5
MTMR7,0.5
C1RL,0.5
MAN1C1,0.5
ZNF2,0.5
C19ORF18,0.5
GABRB3,0.5
COL8A1,0.5
COL8A2,0.5
MANBA,0.5
TRABD2A,0.5
STAU2,0.5
FKRP,0.5
FKTN,0.5
MGRN1,0.5
MGME1,0.5
FZR1,0.5
MGAT5,0.5
MAP4K5,0.5
MAP7,0.5
ZFP82,0.5
MOV10,0.5
MOV10L1,0.5
CACNB4,0.5
BTRC,0.5
C18ORF63,0.5
MGAT4B,0.5
MAPK11,0.5
VGF,0.5
C21ORF91,0.5
MGAT2,0.5
ZMAT4,0.5
MTERF1,0.5
MGLL,0.5
SQOR,0.5
GAB2,0.5
MAP3K2,0.5
CADM2,0.5
ZFP57,0.5
COLGALT1,0.5
CPXM1,0.5
ZFP64,0.5
TOMM70,0.5
G6PC3,0.5
BTNL9,0.5
TOMM40L,0.5
MAP3K9,0.5
MTERF3,0.5
MAP4,0.5
C2CD4C,0.5
CA6,0.5
GABRG1,0.5
ST3GAL2,0.5
SPRYD7,0.5
CORO7,0.5
MRPS18A,0.5
SSTR1,0.5
MCTP2,0.5
MRPS16,0.5
MED30,0.5
TP53I11,0.5
C6ORF141,0.5
MDFIC,0.5
ZNF155,0.5
ZIC5,0.5
FSD1L,0.5
MDH2,0.5
SPRED1,0.5
ZIC1,0.5
C6ORF89,0.5
C7ORF57,0.5
SPSB1,0.5
TP53TG5,0.5
MEGF9,0.5
MRGPRF,0.5
ZHX1,0.5
MRGPRG,0.5
FMO2,0.5
FRMD4A,0.5
C3AR1,0.5
MRGPRX3,0.5
TOR4A,0.5
MRGPRX4,0.5
FMNL3,0.5
ST3GAL4,0.5
VN1R2,0.5
C11ORF87,0.5
CPNE9,0.5
C12ORF42,0.5
FRMPD3,0.5
SPRING1,0.5
MED1,0.5
MED10,0.5
C3ORF52,0.5
C4ORF46,0.5
SSU72,0.5
SPRR3,0.5
SSUH2,0.5
C12ORF60,0.5
SPRY1,0.5
FRS3,0.5
MRPL15,0.5
MRPL13,0.5
FRS2,0.5
MROH8,0.5
FRRS1,0.5
C3ORF49,0.5
SSX5,0.5
SPRY4,0.5
TPRXL,0.5
ZIK1,0.5
MDP1,0.5
SSTR3,0.5
MDS2,0.5
C14ORF39,0.5
ME1,0.5
MRPL3,0.5
MRPL21,0.5
CPNE7,0.5
ME3,0.5
MEA1,0.5
MRPL23,0.5
CORO1A,0.5
TP53BP1,0.5
CPOX,0.5
MEIOB,0.5
ZFR2,0.5
MAU2,0.5
ZNF134,0.5
SPIRE2,0.5
ST8SIA2,0.5
FLRT1,0.5
MBD1,0.5
SPMIP6,0.5
ST7,0.5
C9ORF78,0.5
FOXRED2,0.5
METTL13,0.5
SPMIP8,0.5
C9ORF50,0.5
MBLAC1,0.5
SSC4D,0.5
FPR1,0.5
FUT8,0.5
MPPED1,0.5
MCM2,0.5
SSB,0.5
METTL24,0.5
CA4,0.5
CA3,0.5
ST8SIA6,0.5
MAT2B,0.5
FLOT2,0.5
CA2,0.5
SS18,0.5
MATK,0.5
SS18L1,0.5
FMOD,0.5
ST8SIA4,0.5
FUZ,0.5
CA12,0.5
ZFYVE16,0.5
FUT4,0.5
CPSF3,0.5
SPNS1,0.5
VIT,0.5
C8ORF82,0.5
VKORC1L1,0.5
ZFYVE9,0.5
MRPS30,0.5
ST3GAL5,0.5
SPON2,0.5
C8G,0.5
C2ORF74,0.5
VMA12,0.5
MCIDAS,0.5
MEIS3,0.5
FRK,0.5
MCL1,0.5
MRGBP,0.5
FTL,0.5
COPS3,0.5
MRPS31,0.5
ST6GALNAC1,0.5
MESP2,0.5
MS4A13,0.5
MPZ,0.5
TPRA1,0.5
C2ORF15,0.5
MBOAT4,0.5
MRTFB,0.5
MEPE,0.5
MEP1A,0.5
ST6GALNAC2,0.5
C16ORF78,0.5
ZNF16,0.5
MRPS6,0.5
SPOCK1,0.5
MRC1,0.5
STEAP3,0.5
ZFP42,0.5
C12ORF56,0.5
MLF2,0.5
MAB21L1,0.5
MUC22,0.5
ZNF227,0.5
TPK1,0.5
BPIFB1,0.5
STRA6,0.5
MINDY3,0.5
MMP9,0.5
LSM12,0.5
SPATA4,0.5
ZNF223,0.5
FNDC8,0.5
LSM14B,0.5
MMP3,0.5
MYB,0.5
LZTS3,0.5
MYEF2,0.5
GALNTL5,0.5
GALNT10,0.5
LZTFL1,0.5
BROX,0.5
FITM2,0.5
C1QTNF1,0.5
MMP28,0.5
MYD88,0.5
VPS26C,0.5
LSAMP,0.5
MAB21L3,0.5
LY6G6D,0.5
LTN1,0.5
CAMKK1,0.5
FHIP2B,0.5
ZNF213,0.5
GAL3ST2,0.5
LRRTM4,0.5
C1QB,0.5
BSCL2,0.5
C1ORF87,0.5
MMS19,0.5
FHL1,0.5
BORCS5,0.5
MMRN1,0.5
MIF4GD,0.5
MACROH2A1,0.5
BRSK2,0.5
MACROD2,0.5
MACC1,0.5
STON1,0.5
GALNTL6,0.5
ZMYM1,0.5
MIIP,0.5
CRACR2A,0.5
CPA1,0.5
FNIP1,0.5
ZNF215,0.5
STMN2,0.5
MLF1,0.5
CRACDL,0.5
MORN3,0.5
ZFAND1,0.5
MMP2,0.5
FIBCD1,0.5
GALNT13,0.5
LY96,0.5
MIPOL1,0.5
