modifier,target,score,modifier_function,effect
HDAC1,TGIF2,804,Histone deacetylase,gene silencing
HDAC1,CHD3,999,Histone deacetylase,gene silencing
HDAC1,MYC,991,Histone deacetylase,gene silencing
HDAC1,MECP2,999,Histone deacetylase,gene silencing
HDAC1,TCF7L2,926,Histone deacetylase,gene silencing
HDAC1,TOP2A,809,Histone deacetylase,gene silencing
HDAC1,H2BS1,760,Histone deacetylase,gene silencing
HDAC1,TXNIP,814,Histone deacetylase,gene silencing
HDAC1,HDAC6,735,Histone deacetylase,gene silencing
HDAC1,EMSY,794,Histone deacetylase,gene silencing
HDAC1,SUMO2,730,Histone deacetylase,gene silencing
HDAC1,SNW1,817,Histone deacetylase,gene silencing
HDAC1,HIF1A,983,Histone deacetylase,gene silencing
HDAC1,H3-2,969,Histone deacetylase,gene silencing
HDAC1,NKX2-2,906,Histone deacetylase,gene silencing
HDAC1,BRMS1,992,Histone deacetylase,gene silencing
HDAC1,GATA3,911,Histone deacetylase,gene silencing
HDAC1,DOT1L,703,Histone deacetylase,gene silencing
HDAC1,HELLS,785,Histone deacetylase,gene silencing
HDAC1,GATA1,888,Histone deacetylase,gene silencing
HDAC1,FOXP3,909,Histone deacetylase,gene silencing
HDAC1,TRERF1,869,Histone deacetylase,gene silencing
HDAC1,EHMT2,999,Histone deacetylase,gene silencing
HDAC1,H2BC15,759,Histone deacetylase,gene silencing
HDAC1,TP73,745,Histone deacetylase,gene silencing
HDAC1,CREB1,877,Histone deacetylase,gene silencing
HDAC1,RXRA,755,Histone deacetylase,gene silencing
HDAC1,TBL1XR1,883,Histone deacetylase,gene silencing
HDAC1,TBL1X,857,Histone deacetylase,gene silencing
HDAC1,FOXO1,728,Histone deacetylase,gene silencing
HDAC1,CEBPA,939,Histone deacetylase,gene silencing
HDAC1,HMG20A,878,Histone deacetylase,gene silencing
HDAC1,BAZ2A,967,Histone deacetylase,gene silencing
HDAC1,MBD3,996,Histone deacetylase,gene silencing
HDAC1,DDIT3,742,Histone deacetylase,gene silencing
HDAC1,H2BC11,760,Histone deacetylase,gene silencing
HDAC1,ZNF516,798,Histone deacetylase,gene silencing
HDAC1,ING1,997,Histone deacetylase,gene silencing
HDAC1,MORF4L2,911,Histone deacetylase,gene silencing
HDAC1,RUVBL2,946,Histone deacetylase,gene silencing
HDAC1,NSD2,901,Histone deacetylase,gene silencing
HDAC1,PHB,923,Histone deacetylase,gene silencing
HDAC1,H2BC17,777,Histone deacetylase,gene silencing
HDAC1,BDNF,726,Histone deacetylase,gene silencing
HDAC1,LIN52,829,Histone deacetylase,gene silencing
HDAC1,H4C7,831,Histone deacetylase,gene silencing
HDAC1,H2BC18,770,Histone deacetylase,gene silencing
HDAC1,PRMT1,907,Histone deacetylase,gene silencing
HDAC1,SIN3B,999,Histone deacetylase,gene silencing
HDAC1,RELA,998,Histone deacetylase,gene silencing
HDAC1,SMARCA2,848,Histone deacetylase,gene silencing
HDAC1,BANP,960,Histone deacetylase,gene silencing
HDAC1,PHB2,946,Histone deacetylase,gene silencing
HDAC1,GTF2I,837,Histone deacetylase,gene silencing
HDAC1,SOX6,952,Histone deacetylase,gene silencing
HDAC1,MTA3,999,Histone deacetylase,gene silencing
HDAC1,CDK1,840,Histone deacetylase,gene silencing
HDAC1,TFDP1,802,Histone deacetylase,gene silencing
HDAC1,RUNX1T1,898,Histone deacetylase,gene silencing
HDAC1,ZMYM2,947,Histone deacetylase,gene silencing
HDAC1,RREB1,727,Histone deacetylase,gene silencing
HDAC1,SMARCC2,771,Histone deacetylase,gene silencing
HDAC1,SERPINB5,779,Histone deacetylase,gene silencing
HDAC1,AKT1,758,Histone deacetylase,gene silencing
HDAC1,BMI1,718,Histone deacetylase,gene silencing
HDAC1,HSF1,722,Histone deacetylase,gene silencing
HDAC1,DDX17,936,Histone deacetylase,gene silencing
HDAC1,KLF5,711,Histone deacetylase,gene silencing
HDAC1,H2BC9,762,Histone deacetylase,gene silencing
HDAC1,GATAD2A,999,Histone deacetylase,gene silencing
HDAC1,BAHD1,801,Histone deacetylase,gene silencing
HDAC1,KDM1A,999,Histone deacetylase,gene silencing
HDAC1,BCL6,935,Histone deacetylase,gene silencing
HDAC1,ZMYND8,705,Histone deacetylase,gene silencing
HDAC1,SATB1,949,Histone deacetylase,gene silencing
HDAC1,NCOR2,999,Histone deacetylase,gene silencing
HDAC1,SATB2,742,Histone deacetylase,gene silencing
HDAC1,SUDS3,999,Histone deacetylase,gene silencing
HDAC1,TET2,882,Histone deacetylase,gene silencing
HDAC1,SAP18,998,Histone deacetylase,gene silencing
HDAC1,E2F4,996,Histone deacetylase,gene silencing
HDAC1,TCF12,705,Histone deacetylase,gene silencing
HDAC1,H2BU1,832,Histone deacetylase,gene silencing
HDAC1,SPHK2,933,Histone deacetylase,gene silencing
HDAC1,CTNNB1,985,Histone deacetylase,gene silencing
HDAC1,H3C1,700,Histone deacetylase,gene silencing
HDAC1,H2BC14,761,Histone deacetylase,gene silencing
HDAC1,TLE3,982,Histone deacetylase,gene silencing
HDAC1,SLBP,768,Histone deacetylase,gene silencing
HDAC1,NOTCH1,790,Histone deacetylase,gene silencing
HDAC1,MACROH2A1,945,Histone deacetylase,gene silencing
HDAC1,NFATC2,782,Histone deacetylase,gene silencing
HDAC1,CDKN2A,794,Histone deacetylase,gene silencing
HDAC1,CCNA2,806,Histone deacetylase,gene silencing
HDAC1,EHMT1,942,Histone deacetylase,gene silencing
HDAC1,KMT2A,809,Histone deacetylase,gene silencing
HDAC1,TLE1,943,Histone deacetylase,gene silencing
HDAC1,NR2C2,728,Histone deacetylase,gene silencing
HDAC1,E2F5,816,Histone deacetylase,gene silencing
HDAC1,SUMO1,820,Histone deacetylase,gene silencing
HDAC1,MBD3L1,864,Histone deacetylase,gene silencing
HDAC1,KDM5C,969,Histone deacetylase,gene silencing
HDAC1,HDAC2,999,Histone deacetylase,gene silencing
HDAC1,PBX1,706,Histone deacetylase,gene silencing
HDAC1,RBL1,796,Histone deacetylase,gene silencing
HDAC1,MIER1,981,Histone deacetylase,gene silencing
HDAC1,KLF4,735,Histone deacetylase,gene silencing
HDAC1,BCL11A,913,Histone deacetylase,gene silencing
HDAC1,TET1,951,Histone deacetylase,gene silencing
HDAC1,TLE4,830,Histone deacetylase,gene silencing
HDAC1,H2BC3,824,Histone deacetylase,gene silencing
HDAC1,HDAC9,982,Histone deacetylase,gene silencing
HDAC1,E2F6,716,Histone deacetylase,gene silencing
HDAC2,SNAI2,828,Histone deacetylase,gene silencing
HDAC2,HDAC7,836,Histone deacetylase,gene silencing
HDAC2,SIRT1,898,Histone deacetylase,gene silencing
HDAC2,CBX7,994,Histone deacetylase,gene silencing
HDAC2,L3MBTL2,759,Histone deacetylase,gene silencing
HDAC2,HDAC10,834,Histone deacetylase,gene silencing
HDAC2,FKBP3,899,Histone deacetylase,gene silencing
HDAC2,BRMS1L,926,Histone deacetylase,gene silencing
HDAC2,CSNK2A1,972,Histone deacetylase,gene silencing
HDAC2,DDX5,763,Histone deacetylase,gene silencing
HDAC2,KAT2A,948,Histone deacetylase,gene silencing
HDAC2,HDAC5,751,Histone deacetylase,gene silencing
HDAC2,NFKB1,803,Histone deacetylase,gene silencing
HDAC2,NANOG,809,Histone deacetylase,gene silencing
HDAC2,NR3C1,862,Histone deacetylase,gene silencing
HDAC2,PCGF1,912,Histone deacetylase,gene silencing
HDAC2,EGR1,700,Histone deacetylase,gene silencing
HDAC2,SNAI1,998,Histone deacetylase,gene silencing
HDAC2,H4C6,976,Histone deacetylase,gene silencing
HDAC2,IRF1,927,Histone deacetylase,gene silencing
HDAC2,FOSB,930,Histone deacetylase,gene silencing
HDAC2,SIRT2,840,Histone deacetylase,gene silencing
HDAC2,MYOD1,714,Histone deacetylase,gene silencing
HDAC2,SCML2,908,Histone deacetylase,gene silencing
HDAC2,GSE1,868,Histone deacetylase,gene silencing
HDAC2,H3-3B,936,Histone deacetylase,gene silencing
HDAC2,MBD2,982,Histone deacetylase,gene silencing
HDAC2,PHC2,927,Histone deacetylase,gene silencing
HDAC2,SPECC1,904,Histone deacetylase,gene silencing
HDAC2,CDK2AP1,887,Histone deacetylase,gene silencing
HDAC2,CDH1,842,Histone deacetylase,gene silencing
HDAC2,SMAD7,770,Histone deacetylase,gene silencing
HDAC2,SMAD2,721,Histone deacetylase,gene silencing
HDAC2,YY1,999,Histone deacetylase,gene silencing
HDAC2,RCOR1,999,Histone deacetylase,gene silencing
HDAC2,CREBBP,934,Histone deacetylase,gene silencing
HDAC2,CHD5,929,Histone deacetylase,gene silencing
HDAC2,SETD1A,718,Histone deacetylase,gene silencing
HDAC2,TCF3,723,Histone deacetylase,gene silencing
HDAC2,EP300,944,Histone deacetylase,gene silencing
HDAC2,BRD4,754,Histone deacetylase,gene silencing
HDAC2,KAT2B,950,Histone deacetylase,gene silencing
HDAC2,ARID4B,988,Histone deacetylase,gene silencing
HDAC2,HDAC4,827,Histone deacetylase,gene silencing
HDAC2,STAT3,906,Histone deacetylase,gene silencing
HDAC2,MECOM,929,Histone deacetylase,gene silencing
HDAC2,DNMT3A,970,Histone deacetylase,gene silencing
HDAC2,MIER2,791,Histone deacetylase,gene silencing
HDAC2,KAT6A,748,Histone deacetylase,gene silencing
HDAC2,DAXX,911,Histone deacetylase,gene silencing
HDAC2,RB1,986,Histone deacetylase,gene silencing
HDAC2,PML,859,Histone deacetylase,gene silencing
HDAC2,CBFA2T3,729,Histone deacetylase,gene silencing
HDAC2,NCOR1,994,Histone deacetylase,gene silencing
HDAC2,TP53,990,Histone deacetylase,gene silencing
HDAC2,CBX8,939,Histone deacetylase,gene silencing
HDAC2,CBX4,929,Histone deacetylase,gene silencing
HDAC2,DNMT3L,755,Histone deacetylase,gene silencing
HDAC2,SETDB1,816,Histone deacetylase,gene silencing
HDAC2,H2BC1,864,Histone deacetylase,gene silencing
HDAC2,MTA2,999,Histone deacetylase,gene silencing
HDAC2,MYCN,812,Histone deacetylase,gene silencing
HDAC2,SMARCA5,973,Histone deacetylase,gene silencing
HDAC2,ELMSAN1,713,Histone deacetylase,gene silencing
HDAC2,PPARG,784,Histone deacetylase,gene silencing
HDAC2,GATAD1,805,Histone deacetylase,gene silencing
HDAC2,H2BC5,751,Histone deacetylase,gene silencing
HDAC2,CTBP1,999,Histone deacetylase,gene silencing
HDAC2,TAL1,771,Histone deacetylase,gene silencing
HDAC2,GFI1,877,Histone deacetylase,gene silencing
HDAC2,H2AZ1,917,Histone deacetylase,gene silencing
HDAC2,SAP30,999,Histone deacetylase,gene silencing
HDAC2,NPM1,838,Histone deacetylase,gene silencing
HDAC2,H2AC1,768,Histone deacetylase,gene silencing
HDAC2,SAP30L,945,Histone deacetylase,gene silencing
HDAC2,RUNX1,984,Histone deacetylase,gene silencing
HDAC2,RCOR2,745,Histone deacetylase,gene silencing
HDAC2,HSPA4,741,Histone deacetylase,gene silencing
HDAC2,HDAC3,906,Histone deacetylase,gene silencing
HDAC2,FOS,784,Histone deacetylase,gene silencing
HDAC2,ING2,988,Histone deacetylase,gene silencing
HDAC2,H2AZ2,789,Histone deacetylase,gene silencing
HDAC2,CBX2,950,Histone deacetylase,gene silencing
HDAC2,SP3,827,Histone deacetylase,gene silencing
HDAC2,REST,964,Histone deacetylase,gene silencing
HDAC2,CTBP2,980,Histone deacetylase,gene silencing
HDAC2,SUZ12,995,Histone deacetylase,gene silencing
HDAC2,PRMT5,757,Histone deacetylase,gene silencing
HDAC2,EZH2,999,Histone deacetylase,gene silencing
HDAC2,H2BC4,755,Histone deacetylase,gene silencing
HDAC2,ZMYM3,879,Histone deacetylase,gene silencing
HDAC2,SMARCE1,771,Histone deacetylase,gene silencing
HDAC2,HMG20B,996,Histone deacetylase,gene silencing
HDAC2,DNMT3B,994,Histone deacetylase,gene silencing
HDAC2,SP1,916,Histone deacetylase,gene silencing
HDAC2,PHF12,985,Histone deacetylase,gene silencing
HDAC2,MORF4L1,998,Histone deacetylase,gene silencing
HDAC2,IKZF1,928,Histone deacetylase,gene silencing
HDAC2,H2AC20,905,Histone deacetylase,gene silencing
HDAC2,H3C13,937,Histone deacetylase,gene silencing
HDAC2,MTA1,999,Histone deacetylase,gene silencing
HDAC2,CBX3,864,Histone deacetylase,gene silencing
HDAC2,SINHCAF,976,Histone deacetylase,gene silencing
HDAC2,PCGF5,909,Histone deacetylase,gene silencing
HDAC2,SUV39H1,941,Histone deacetylase,gene silencing
HDAC2,EED,988,Histone deacetylase,gene silencing
HDAC2,RERE,968,Histone deacetylase,gene silencing
HDAC2,CIR1,927,Histone deacetylase,gene silencing
HDAC2,H3-5,877,Histone deacetylase,gene silencing
HDAC2,SMARCB1,854,Histone deacetylase,gene silencing
HDAC2,H2AC7,703,Histone deacetylase,gene silencing
HDAC2,RBPJL,918,Histone deacetylase,gene silencing
HDAC2,JARID2,713,Histone deacetylase,gene silencing
HDAC2,SMARCA4,999,Histone deacetylase,gene silencing
HDAC2,GFI1B,834,Histone deacetylase,gene silencing
HDAC2,RBPJ,969,Histone deacetylase,gene silencing
HDAC2,H2AB2,702,Histone deacetylase,gene silencing
HDAC2,H2BW2,754,Histone deacetylase,gene silencing
HDAC2,ARID4A,944,Histone deacetylase,gene silencing
HDAC2,H2BC12,753,Histone deacetylase,gene silencing
HDAC2,BCL11B,922,Histone deacetylase,gene silencing
HDAC2,SAP130,850,Histone deacetylase,gene silencing
HDAC2,WDR5,787,Histone deacetylase,gene silencing
HDAC2,H3C12,936,Histone deacetylase,gene silencing
HDAC2,DNMT1,999,Histone deacetylase,gene silencing
HDAC2,ZNF219,790,Histone deacetylase,gene silencing
HDAC2,ZEB1,894,Histone deacetylase,gene silencing
HDAC2,H2BW1,754,Histone deacetylase,gene silencing
HDAC2,PCGF3,903,Histone deacetylase,gene silencing
HDAC2,H2AW,709,Histone deacetylase,gene silencing
HDAC2,H3-4,909,Histone deacetylase,gene silencing
HDAC2,PARP1,882,Histone deacetylase,gene silencing
HDAC2,RNF2,941,Histone deacetylase,gene silencing
HDAC2,GATAD2B,998,Histone deacetylase,gene silencing
HDAC2,NR2E1,799,Histone deacetylase,gene silencing
HDAC2,PRDM1,901,Histone deacetylase,gene silencing
HDAC2,H2BC21,916,Histone deacetylase,gene silencing
HDAC2,H2AC18,872,Histone deacetylase,gene silencing
HDAC2,PCGF6,957,Histone deacetylase,gene silencing
HDAC2,JUN,846,Histone deacetylase,gene silencing
HDAC2,ZNF217,989,Histone deacetylase,gene silencing
HDAC2,DMAP1,911,Histone deacetylase,gene silencing
HDAC2,DNTTIP1,798,Histone deacetylase,gene silencing
HDAC2,MACROH2A2,777,Histone deacetylase,gene silencing
HDAC2,RBBP4,999,Histone deacetylase,gene silencing
HDAC2,HDAC1,999,Histone deacetylase,gene silencing
HDAC2,TET1,862,Histone deacetylase,gene silencing
HDAC2,RING1,954,Histone deacetylase,gene silencing
HDAC2,KLF4,949,Histone deacetylase,gene silencing
HDAC2,KDM5C,876,Histone deacetylase,gene silencing
HDAC2,ASXL1,917,Histone deacetylase,gene silencing
HDAC2,ING1,985,Histone deacetylase,gene silencing
HDAC2,HDAC6,741,Histone deacetylase,gene silencing
HDAC2,BMI1,977,Histone deacetylase,gene silencing
HDAC2,H2BC13,770,Histone deacetylase,gene silencing
HDAC2,GATA3,844,Histone deacetylase,gene silencing
HDAC2,SIN3B,999,Histone deacetylase,gene silencing
HDAC2,RBBP7,999,Histone deacetylase,gene silencing
HDAC2,CHD3,999,Histone deacetylase,gene silencing
HDAC2,MIER3,832,Histone deacetylase,gene silencing
HDAC2,HMG20A,919,Histone deacetylase,gene silencing
HDAC2,SMARCA2,800,Histone deacetylase,gene silencing
HDAC2,NSD2,706,Histone deacetylase,gene silencing
HDAC2,SUMO1,841,Histone deacetylase,gene silencing
HDAC2,HELLS,705,Histone deacetylase,gene silencing
HDAC2,SIN3A,999,Histone deacetylase,gene silencing
HDAC2,TRPS1,705,Histone deacetylase,gene silencing
HDAC2,EHMT2,982,Histone deacetylase,gene silencing
HDAC2,DDX17,795,Histone deacetylase,gene silencing
HDAC2,SOX10,909,Histone deacetylase,gene silencing
HDAC2,CDYL,847,Histone deacetylase,gene silencing
HDAC2,AEBP2,921,Histone deacetylase,gene silencing
HDAC2,KDM5A,878,Histone deacetylase,gene silencing
HDAC2,KDM1A,999,Histone deacetylase,gene silencing
HDAC2,MIER1,958,Histone deacetylase,gene silencing
HDAC2,NCOR2,993,Histone deacetylase,gene silencing
HDAC2,RELA,986,Histone deacetylase,gene silencing
HDAC2,CBX6,923,Histone deacetylase,gene silencing
HDAC2,GATAD2A,999,Histone deacetylase,gene silencing
HDAC2,MTA3,998,Histone deacetylase,gene silencing
HDAC2,CREB1,769,Histone deacetylase,gene silencing
HDAC2,UBAP2L,907,Histone deacetylase,gene silencing
HDAC2,MORF4L2,857,Histone deacetylase,gene silencing
HDAC2,ZNF516,700,Histone deacetylase,gene silencing
HDAC2,MECP2,997,Histone deacetylase,gene silencing
HDAC2,BRMS1,929,Histone deacetylase,gene silencing
HDAC2,ACTL6A,714,Histone deacetylase,gene silencing
HDAC2,PHF21A,991,Histone deacetylase,gene silencing
HDAC2,EZH1,943,Histone deacetylase,gene silencing
HDAC2,ESR1,903,Histone deacetylase,gene silencing
HDAC2,TBL1XR1,762,Histone deacetylase,gene silencing
HDAC2,SUMO2,717,Histone deacetylase,gene silencing
HDAC2,MBD3,987,Histone deacetylase,gene silencing
HDAC2,RCOR3,895,Histone deacetylase,gene silencing
HDAC2,BAP1,913,Histone deacetylase,gene silencing
HDAC2,EHMT1,852,Histone deacetylase,gene silencing
HDAC2,BRCA1,953,Histone deacetylase,gene silencing
HDAC2,RXRA,730,Histone deacetylase,gene silencing
HDAC2,PHC3,908,Histone deacetylase,gene silencing
HDAC2,MACROH2A1,927,Histone deacetylase,gene silencing
HDAC2,NR4A1,820,Histone deacetylase,gene silencing
HDAC2,H2BC11,753,Histone deacetylase,gene silencing
HDAC2,H2BC17,757,Histone deacetylase,gene silencing
HDAC2,H2BC18,757,Histone deacetylase,gene silencing
HDAC2,H4C7,865,Histone deacetylase,gene silencing
HDAC2,HIF1A,781,Histone deacetylase,gene silencing
HDAC2,H3-2,877,Histone deacetylase,gene silencing
HDAC2,SNW1,805,Histone deacetylase,gene silencing
HDAC2,BANF1,749,Histone deacetylase,gene silencing
HDAC2,H2BC15,752,Histone deacetylase,gene silencing
HDAC2,TBL1X,855,Histone deacetylase,gene silencing
HDAC2,HOPX,973,Histone deacetylase,gene silencing
HDAC2,CHD4,999,Histone deacetylase,gene silencing
HDAC2,MYC,838,Histone deacetylase,gene silencing
HDAC2,PCGF2,917,Histone deacetylase,gene silencing
HDAC2,EMSY,744,Histone deacetylase,gene silencing
HDAC2,H2BS1,754,Histone deacetylase,gene silencing
HDAC2,H2AB1,705,Histone deacetylase,gene silencing
HDAC2,H2AX,885,Histone deacetylase,gene silencing
HDAC2,ZEB2,718,Histone deacetylase,gene silencing
HDAC2,H2BE1,754,Histone deacetylase,gene silencing
HDAC2,MBD3L1,882,Histone deacetylase,gene silencing
HDAC2,BCL11A,833,Histone deacetylase,gene silencing
HDAC2,CIITA,842,Histone deacetylase,gene silencing
HDAC2,H2BC3,822,Histone deacetylase,gene silencing
HDAC2,H2BC14,767,Histone deacetylase,gene silencing
HDAC2,SPHK2,921,Histone deacetylase,gene silencing
HDAC2,PHC1,935,Histone deacetylase,gene silencing
HDAC2,H2BC9,754,Histone deacetylase,gene silencing
HDAC2,SAP18,997,Histone deacetylase,gene silencing
HDAC2,SUDS3,999,Histone deacetylase,gene silencing
HDAC2,TET2,989,Histone deacetylase,gene silencing
HDAC2,H2BU1,779,Histone deacetylase,gene silencing
HDAC2,GTF2I,875,Histone deacetylase,gene silencing
HDAC2,GATA4,752,Histone deacetylase,gene silencing
HDAC2,SMARCC2,723,Histone deacetylase,gene silencing
HDAC2,ZMYM2,935,Histone deacetylase,gene silencing
KAT2A,HDAC7,761,Histone acetyltransferase,gene activation
KAT2A,SIRT1,943,Histone acetyltransferase,gene activation
KAT2A,HDAC10,855,Histone acetyltransferase,gene activation
KAT2A,KAT14,990,Histone acetyltransferase,gene activation
KAT2A,USP22,998,Histone acetyltransferase,gene activation
KAT2A,HDAC11,820,Histone acetyltransferase,gene activation
KAT2A,MBIP,974,Histone acetyltransferase,gene activation
KAT2A,RUVBL2,875,Histone acetyltransferase,gene activation
KAT2A,MAML3,831,Histone acetyltransferase,gene activation
KAT2A,EP300,994,Histone acetyltransferase,gene activation
KAT2A,TP53,909,Histone acetyltransferase,gene activation
KAT2A,H3C12,973,Histone acetyltransferase,gene activation
KAT2A,XRCC6,727,Histone acetyltransferase,gene activation
KAT2A,TAF7,936,Histone acetyltransferase,gene activation
KAT2A,KAT5,987,Histone acetyltransferase,gene activation
KAT2A,RELA,847,Histone acetyltransferase,gene activation
KAT2A,SF3B3,942,Histone acetyltransferase,gene activation
KAT2A,H2AZ2,709,Histone acetyltransferase,gene activation
KAT2A,H4C7,907,Histone acetyltransferase,gene activation
KAT2A,H3C13,972,Histone acetyltransferase,gene activation
KAT2A,H2BC18,702,Histone acetyltransferase,gene activation
KAT2A,ELP3,843,Histone acetyltransferase,gene activation
KAT2A,ESCO1,764,Histone acetyltransferase,gene activation
KAT2A,H3-2,956,Histone acetyltransferase,gene activation
KAT2A,H2BC15,701,Histone acetyltransferase,gene activation
KAT2A,GLYATL1,917,Histone acetyltransferase,gene activation
KAT2A,TAF6,993,Histone acetyltransferase,gene activation
KAT2A,TRRAP,999,Histone acetyltransferase,gene activation
KAT2A,YEATS4,781,Histone acetyltransferase,gene activation
KAT2A,TADA2A,999,Histone acetyltransferase,gene activation
KAT2A,TAF9,999,Histone acetyltransferase,gene activation
KAT2A,H3-3B,987,Histone acetyltransferase,gene activation
KAT2A,HDAC1,974,Histone acetyltransferase,gene activation
KAT2A,HDAC5,729,Histone acetyltransferase,gene activation
KAT2A,H3-4,977,Histone acetyltransferase,gene activation
KAT2A,HDAC4,795,Histone acetyltransferase,gene activation
KAT2A,MAML1,937,Histone acetyltransferase,gene activation
KAT2A,H2AC20,910,Histone acetyltransferase,gene activation
KAT2A,TEP1,805,Histone acetyltransferase,gene activation
KAT2A,AGXT,969,Histone acetyltransferase,gene activation
KAT2A,SUPT20H,994,Histone acetyltransferase,gene activation
KAT2A,NCOA1,872,Histone acetyltransferase,gene activation
KAT2A,KAT7,771,Histone acetyltransferase,gene activation
KAT2A,MYC,996,Histone acetyltransferase,gene activation
KAT2A,DDB1,758,Histone acetyltransferase,gene activation
KAT2A,H4C6,986,Histone acetyltransferase,gene activation
KAT2A,NAT8,726,Histone acetyltransferase,gene activation
KAT2A,SIRT2,748,Histone acetyltransferase,gene activation
KAT2A,KAT6B,756,Histone acetyltransferase,gene activation
KAT2A,ENY2,997,Histone acetyltransferase,gene activation
KAT2A,HDAC6,798,Histone acetyltransferase,gene activation
KAT2A,SGF29,999,Histone acetyltransferase,gene activation
KAT2A,HDAC3,856,Histone acetyltransferase,gene activation
KAT2A,POLE4,911,Histone acetyltransferase,gene activation
KAT2A,SMARCA4,947,Histone acetyltransferase,gene activation
KAT2A,H2AX,742,Histone acetyltransferase,gene activation
KAT2A,KAT2B,969,Histone acetyltransferase,gene activation
KAT2A,MED1,801,Histone acetyltransferase,gene activation
KAT2A,SAP130,805,Histone acetyltransferase,gene activation
KAT2A,TAF6L,994,Histone acetyltransferase,gene activation
KAT2A,TAF2,969,Histone acetyltransferase,gene activation
KAT2A,WDR5,999,Histone acetyltransferase,gene activation
KAT2A,ENSG00000036549,970,Histone acetyltransferase,gene activation
KAT2A,SF3B5,770,Histone acetyltransferase,gene activation
KAT2A,CUL2,960,Histone acetyltransferase,gene activation
KAT2A,ATXN7,997,Histone acetyltransferase,gene activation
KAT2A,H2BC21,921,Histone acetyltransferase,gene activation
KAT2A,RBPJ,988,Histone acetyltransferase,gene activation
KAT2A,TAF10,999,Histone acetyltransferase,gene activation
KAT2A,TAF12,998,Histone acetyltransferase,gene activation
KAT2A,NCOA3,893,Histone acetyltransferase,gene activation
KAT2A,HDAC2,948,Histone acetyltransferase,gene activation
KAT2A,SUPT7L,995,Histone acetyltransferase,gene activation
KAT2A,TAF5L,995,Histone acetyltransferase,gene activation
KAT2A,HDAC9,776,Histone acetyltransferase,gene activation
KAT2A,TACC3,758,Histone acetyltransferase,gene activation
KAT2A,H2BC3,778,Histone acetyltransferase,gene activation
KAT2A,KAT8,786,Histone acetyltransferase,gene activation
KAT2A,ATXN7L1,855,Histone acetyltransferase,gene activation
KAT2A,TAF5,990,Histone acetyltransferase,gene activation
KAT2A,PPARGC1A,789,Histone acetyltransferase,gene activation
KAT2A,H2BC14,700,Histone acetyltransferase,gene activation
KAT2A,H3C1,856,Histone acetyltransferase,gene activation
KAT2A,CTNNB1,826,Histone acetyltransferase,gene activation
KAT2A,TBP,959,Histone acetyltransferase,gene activation
KAT2A,CREBBP,964,Histone acetyltransferase,gene activation
KAT2A,NCOR1,843,Histone acetyltransferase,gene activation
KAT2A,TADA1,996,Histone acetyltransferase,gene activation
KAT2A,SUPT3H,999,Histone acetyltransferase,gene activation
KAT2A,NOTCH1,767,Histone acetyltransferase,gene activation
KAT2A,TAF4,987,Histone acetyltransferase,gene activation
KAT2A,YEATS2,974,Histone acetyltransferase,gene activation
KAT2A,CHD1,729,Histone acetyltransferase,gene activation
KAT2A,E2F1,888,Histone acetyltransferase,gene activation
KAT2A,POLE3,869,Histone acetyltransferase,gene activation
KAT2A,H3-5,956,Histone acetyltransferase,gene activation
KAT2A,HAT1,700,Histone acetyltransferase,gene activation
KAT2A,H2AZ1,845,Histone acetyltransferase,gene activation
KAT2A,SARS1,785,Histone acetyltransferase,gene activation
KAT2A,KAT6A,830,Histone acetyltransferase,gene activation
KAT2A,TADA2B,996,Histone acetyltransferase,gene activation
KAT2A,ORC5,772,Histone acetyltransferase,gene activation
KAT2A,TAF9B,991,Histone acetyltransferase,gene activation
KAT2A,NCOA2,872,Histone acetyltransferase,gene activation
KAT2A,ATXN7L3,994,Histone acetyltransferase,gene activation
KAT2A,NCOR2,828,Histone acetyltransferase,gene activation
KAT2A,RBPJL,910,Histone acetyltransferase,gene activation
KAT2A,SOD2,986,Histone acetyltransferase,gene activation
KAT2A,SMARCA5,803,Histone acetyltransferase,gene activation
KAT2A,TADA3,999,Histone acetyltransferase,gene activation
KAT2A,MAP3K7,807,Histone acetyltransferase,gene activation
KAT2A,H2BU1,710,Histone acetyltransferase,gene activation
KAT2A,ATXN7L2,864,Histone acetyltransferase,gene activation
KAT2A,ESCO2,761,Histone acetyltransferase,gene activation
KAT2A,SMARCA2,826,Histone acetyltransferase,gene activation
KAT2A,MED17,784,Histone acetyltransferase,gene activation
KAT2A,H2AC18,824,Histone acetyltransferase,gene activation
KAT2A,MED16,756,Histone acetyltransferase,gene activation
KAT2A,HDAC8,862,Histone acetyltransferase,gene activation
KAT2A,CDK8,804,Histone acetyltransferase,gene activation
KAT2A,DR1,964,Histone acetyltransferase,gene activation
KAT2A,MAML2,831,Histone acetyltransferase,gene activation
KAT2A,COMMD1,986,Histone acetyltransferase,gene activation
KAT2A,H2BC1,700,Histone acetyltransferase,gene activation
EP300,CREB3L3,912,Histone acetyltransferase,gene activation
EP300,HDAC7,940,Histone acetyltransferase,gene activation
EP300,SIRT1,972,Histone acetyltransferase,gene activation
EP300,MAPK1,818,Histone acetyltransferase,gene activation
EP300,HDAC10,726,Histone acetyltransferase,gene activation
EP300,APEX1,944,Histone acetyltransferase,gene activation
EP300,NFKBIA,734,Histone acetyltransferase,gene activation
EP300,STAG2,794,Histone acetyltransferase,gene activation
EP300,TGFB1,793,Histone acetyltransferase,gene activation
